# index, name, _pos
2918,37742,"array([ 1.34897858, 12.74521536])"
2919,132,"array([ 1.34933852, 12.74712536])"
2920,54278,"array([ 1.34840871, 12.74569281])"
2921,64089,"array([ 1.34854345, 12.74553636])"
2922,17566,"array([ 1.34777164, 12.7463142 ])"
2923,14733,"array([ 1.3476843, 12.7445505])"
2924,133,"array([ 1.34938267, 12.74473219])"
2925,3848,"array([ 1.34832294, 12.74488145])"
2926,10304,"array([ 1.34868416, 12.74405477])"
2927,51905,"array([ 1.34889112, 12.744872  ])"
2928,8172,"array([ 1.34830477, 12.74512138])"
2929,14398,"array([ 1.34865394, 12.74426313])"
2930,33640,"array([ 1.34783139, 12.74358212])"
2931,288,"array([ 1.34861555, 12.74449184])"
2932,61544,"array([ 1.34833251, 12.74425006])"
2933,58829,"array([ 1.34832729, 12.74514822])"
2934,35557,"array([ 1.34836232, 12.74428895])"
2935,47930,"array([ 1.34906457, 12.7446279 ])"
2936,42220,"array([ 1.34841737, 12.74434243])"
2937,64558,"array([ 1.3491272 , 12.74502008])"
2938,66115,"array([ 1.3486794 , 12.74446534])"
2939,41829,"array([ 1.34831685, 12.74410296])"
2940,35059,"array([ 1.34878302, 12.74386773])"
2941,60366,"array([ 1.34810015, 12.74432044])"
2942,46366,"array([ 1.34825238, 12.74521084])"
2943,34641,"array([ 1.3488389, 12.7446381])"
2944,16458,"array([ 1.34886263, 12.74535835])"
2945,36745,"array([ 1.34848978, 12.74386298])"
2946,49605,"array([ 1.34917909, 12.74596072])"
2947,56465,"array([ 1.34730424, 12.74427368])"
2948,52113,"array([ 1.34754027, 12.74496857])"
2949,17232,"array([ 1.34770305, 12.74413503])"
2950,39040,"array([ 1.34741898, 12.74575929])"
2951,52124,"array([ 1.34788435, 12.74383479])"
2952,17231,"array([ 1.34724133, 12.74566591])"
2953,52126,"array([ 1.34753764, 12.74291516])"
2954,34722,"array([ 1.34745945, 12.74481974])"
2955,8659,"array([ 1.34808125, 12.74488922])"
2956,60812,"array([ 1.34668787, 12.74524285])"
2957,21623,"array([ 1.34771459, 12.74550918])"
2958,52136,"array([ 1.34787341, 12.7445877 ])"
2959,30315,"array([ 1.34763955, 12.74483563])"
2960,25969,"array([ 1.34818884, 12.74465424])"
2961,43500,"array([ 1.34681431, 12.74500525])"
2962,60827,"array([ 1.3489822 , 12.74395304])"
2963,17277,"array([ 1.34762576, 12.74545446])"
2964,39666,"array([ 1.34748251, 12.74398296])"
2965,43511,"array([ 1.34780233, 12.7448125 ])"
2966,17285,"array([ 1.34787166, 12.74321145])"
2967,41959,"array([ 1.34794491, 12.74478709])"
2968,21642,"array([ 1.34593793, 12.74662166])"
2969,52153,"array([ 1.34808726, 12.7444546 ])"
2970,27381,"array([ 1.34750324, 12.74505624])"
2971,43517,"array([ 1.34774171, 12.74483676])"
2972,65161,"array([ 1.34865126, 12.74442579])"
2973,65174,"array([ 1.34787214, 12.74460419])"
2974,65178,"array([ 1.3473023 , 12.74547438])"
2975,8703,"array([ 1.34670465, 12.74395439])"
2976,29257,"array([ 1.34818739, 12.74608994])"
2977,43547,"array([ 1.34651524, 12.74582309])"
2978,65202,"array([ 1.3479569 , 12.74520156])"
2979,20451,"array([ 1.34802172, 12.74504834])"
2980,21695,"array([ 1.3474882, 12.7445538])"
2981,60877,"array([ 1.34817231, 12.74503074])"
2982,46304,"array([ 1.34704947, 12.74634776])"
2983,602,"array([ 1.34640523, 12.74688595])"
2984,35368,"array([ 1.34719435, 12.74509162])"
2985,47923,"array([ 1.34802413, 12.74445651])"
2986,56576,"array([ 1.34799074, 12.74397569])"
2987,60895,"array([ 1.34657649, 12.74621894])"
2988,39159,"array([ 1.34834867, 12.74372419])"
2989,43582,"array([ 1.34730817, 12.74490862])"
2990,44211,"array([ 1.34767028, 12.74439334])"
2991,34839,"array([ 1.34763501, 12.74409117])"
2992,65252,"array([ 1.347914  , 12.74511838])"
2993,65255,"array([ 1.34811646, 12.74461621])"
2994,37620,"array([ 1.34768523, 12.74531741])"
2995,65260,"array([ 1.34807966, 12.74493788])"
2996,4368,"array([ 1.34730233, 12.7445912 ])"
2997,39179,"array([ 1.34798843, 12.74462135])"
2998,9365,"array([ 1.34860478, 12.74393367])"
2999,43607,"array([ 1.3482039, 12.7449195])"
3000,4371,"array([ 1.3465268 , 12.74499366])"
3001,13017,"array([ 1.34830505, 12.74338967])"
3002,17409,"array([ 1.34891157, 12.7438529 ])"
3003,21745,"array([ 1.34755599, 12.74458739])"
3004,21751,"array([ 1.34756048, 12.74532624])"
3005,8799,"array([ 1.34801355, 12.74534151])"
3006,47962,"array([ 1.34703467, 12.74368304])"
3007,56622,"array([ 1.34893688, 12.74406831])"
3008,4387,"array([ 1.34915349, 12.74412414])"
3009,17431,"array([ 1.34748928, 12.74524786])"
3010,60934,"array([ 1.3476923 , 12.74420265])"
3011,10797,"array([ 1.34834715, 12.74416052])"
3012,13041,"array([ 1.3470288, 12.7448911])"
3013,21767,"array([ 1.34715677, 12.74516844])"
3014,52281,"array([ 1.34809449, 12.74543924])"
3015,30457,"array([ 1.34700114, 12.74560046])"
3016,21778,"array([ 1.34775435, 12.74414308])"
3017,9722,"array([ 1.34776152, 12.74425483])"
3018,13059,"array([ 1.34866883, 12.74430187])"
3019,28081,"array([ 1.3468152 , 12.74745986])"
3020,60953,"array([ 1.34784925, 12.74455428])"
3021,4410,"array([ 1.34842554, 12.74555936])"
3022,39228,"array([ 1.34804258, 12.74321829])"
3023,60961,"array([ 1.34717097, 12.74433408])"
3024,13073,"array([ 1.34821396, 12.74470315])"
3025,56665,"array([ 1.34832809, 12.74455752])"
3026,721,"array([ 1.34846568, 12.74426503])"
3027,26121,"array([ 1.34784875, 12.74461005])"
3028,52329,"array([ 1.34696832, 12.74457054])"
3029,4444,"array([ 1.34773844, 12.74618889])"
3030,60981,"array([ 1.34775478, 12.74518871])"
3031,4450,"array([ 1.34799864, 12.74472123])"
3032,209,"array([ 1.34798139, 12.74390157])"
3033,27242,"array([ 1.34695503, 12.7450275 ])"
3034,18631,"array([ 1.34766006, 12.74569112])"
3035,13095,"array([ 1.34831691, 12.74385026])"
3036,17499,"array([ 1.34744503, 12.74471135])"
3037,21828,"array([ 1.3483086, 12.7440556])"
3038,52359,"array([ 1.34748318, 12.74567522])"
3039,56719,"array([ 1.34775362, 12.74512392])"
3040,56720,"array([ 1.34805744, 12.74478831])"
3041,26160,"array([ 1.348177  , 12.74495712])"
3042,30524,"array([ 1.34749399, 12.74519082])"
3043,52367,"array([ 1.34841782, 12.7439301 ])"
3044,13116,"array([ 1.34773236, 12.74450684])"
3045,52371,"array([ 1.3494833 , 12.74600986])"
3046,48054,"array([ 1.34897545, 12.74451443])"
3047,8908,"array([ 1.34682718, 12.7445375 ])"
3048,13126,"array([ 1.34706021, 12.74387124])"
3049,250,"array([ 1.34822733, 12.74401301])"
3050,48061,"array([ 1.34789443, 12.7446976 ])"
3051,21861,"array([ 1.34816843, 12.74450379])"
3052,5081,"array([ 1.34849189, 12.74450432])"
3053,48072,"array([ 1.34827734, 12.74457375])"
3054,13145,"array([ 1.34817645, 12.74593968])"
3055,30559,"array([ 1.34835052, 12.74429389])"
3056,17548,"array([ 1.34794948, 12.74514201])"
3057,56756,"array([ 1.34829937, 12.74423288])"
3058,8948,"array([ 1.34809007, 12.74491249])"
3059,27629,"array([ 1.34708549, 12.74411724])"
3060,1778,"array([ 1.34679646, 12.74519949])"
3061,1810,"array([ 1.34831765, 12.74392467])"
3062,61082,"array([ 1.34874143, 12.74396514])"
3063,17571,"array([ 1.34734218, 12.74699016])"
3064,52898,"array([ 1.34755816, 12.74468291])"
3065,26240,"array([ 1.34858485, 12.7439198 ])"
3066,307,"array([ 1.34805333, 12.74460124])"
3067,45359,"array([ 1.34820836, 12.74421642])"
3068,48115,"array([ 1.34777331, 12.7451447 ])"
3069,56778,"array([ 1.34695792, 12.74491206])"
3070,48119,"array([ 1.34758696, 12.7455159 ])"
3071,17585,"array([ 1.34816555, 12.74435824])"
3072,22306,"array([ 1.34699029, 12.74396985])"
3073,61104,"array([ 1.34786582, 12.7447647 ])"
3074,65458,"array([ 1.34962505, 12.74468831])"
3075,17598,"array([ 1.3478643 , 12.74530658])"
3076,21931,"array([ 1.34782279, 12.74539433])"
3077,48134,"array([ 1.34778983, 12.74484963])"
3078,56793,"array([ 1.34579147, 12.74465914])"
3079,10112,"array([ 1.34814803, 12.74419051])"
3080,56797,"array([ 1.34811085, 12.74516633])"
3081,48144,"array([ 1.34781131, 12.74459885])"
3082,17620,"array([ 1.34764039, 12.74579801])"
3083,13219,"array([ 1.3479738 , 12.74446321])"
3084,19376,"array([ 1.34645855, 12.74458027])"
3085,13226,"array([ 1.34722674, 12.74581072])"
3086,33155,"array([ 1.34797527, 12.74464457])"
3087,39384,"array([ 1.34773784, 12.74539804])"
3088,352,"array([ 1.34786412, 12.74494664])"
3089,61142,"array([ 1.34760823, 12.74495663])"
3090,54288,"array([ 1.34747267, 12.7438776 ])"
3091,52272,"array([ 1.34856978, 12.74690367])"
3092,48160,"array([ 1.34782113, 12.74470998])"
3093,17628,"array([ 1.34778613, 12.74469932])"
3094,43823,"array([ 1.34733789, 12.74375282])"
3095,30654,"array([ 1.34840994, 12.74481619])"
3096,56827,"array([ 1.34746691, 12.74561503])"
3097,54368,"array([ 1.3479609 , 12.74470592])"
3098,65502,"array([ 1.3470745 , 12.74495352])"
3099,39401,"array([ 1.34705868, 12.74592097])"
3100,368,"array([ 1.3480958, 12.7444248])"
3101,36993,"array([ 1.34790692, 12.74524379])"
3102,372,"array([ 1.34762257, 12.74441014])"
3103,10932,"array([ 1.3483867 , 12.74701062])"
3104,61180,"array([ 1.34716834, 12.74570104])"
3105,19578,"array([ 1.34808983, 12.74456173])"
3106,61183,"array([ 1.34798693, 12.74441351])"
3107,30674,"array([ 1.34745631, 12.74437607])"
3108,30680,"array([ 1.34873552, 12.74445767])"
3109,35115,"array([ 1.34810462, 12.74540947])"
3110,39432,"array([ 1.34745943, 12.74591553])"
3111,39433,"array([ 1.34782205, 12.74502369])"
3112,50790,"array([ 1.34686952, 12.74455896])"
3113,30701,"array([ 1.34855094, 12.74447743])"
3114,17679,"array([ 1.34774554, 12.74548561])"
3115,19756,"array([ 1.34731319, 12.74514435])"
3116,52550,"array([ 1.34863951, 12.74518179])"
3117,9066,"array([ 1.3481785 , 12.74466698])"
3118,65564,"array([ 1.34769937, 12.7452855 ])"
3119,35150,"array([ 1.3477574 , 12.74491374])"
3120,35152,"array([ 1.34604763, 12.74507569])"
3121,26349,"array([ 1.34862023, 12.74423643])"
3122,26354,"array([ 1.34807952, 12.74399087])"
3123,65573,"array([ 1.34781251, 12.74481058])"
3124,15693,"array([ 1.34871635, 12.74609097])"
3125,43903,"array([ 1.34764585, 12.7453266 ])"
3126,39478,"array([ 1.3469862 , 12.74347717])"
3127,2627,"array([ 1.35034047, 12.74541356])"
3128,61235,"array([ 1.3473447 , 12.74460728])"
3129,28646,"array([ 1.34793906, 12.74420129])"
3130,26376,"array([ 1.34712169, 12.74437139])"
3131,35183,"array([ 1.34861734, 12.7446231 ])"
3132,4705,"array([ 1.34912127, 12.74423937])"
3133,26382,"array([ 1.34850313, 12.74420259])"
3134,48263,"array([ 1.34781139, 12.74527593])"
3135,17723,"array([ 1.34823658, 12.74416716])"
3136,30745,"array([ 1.34810878, 12.74482415])"
3137,48270,"array([ 1.34830227, 12.74502758])"
3138,4713,"array([ 1.34842267, 12.74440849])"
3139,39511,"array([ 1.34847049, 12.74444651])"
3140,39512,"array([ 1.34848086, 12.74466377])"
3141,61272,"array([ 1.34785406, 12.74487171])"
3142,9130,"array([ 1.34767348, 12.74310218])"
3143,56969,"array([ 1.34839269, 12.74554356])"
3144,56971,"array([ 1.34854436, 12.74434511])"
3145,48290,"array([ 1.34856398, 12.74494644])"
3146,26419,"array([ 1.34802162, 12.74442384])"
3147,46388,"array([ 1.34438107, 12.74297101])"
3148,9144,"array([ 1.34763716, 12.74552475])"
3149,26423,"array([ 1.34817645, 12.74521417])"
3150,9147,"array([ 1.34932113, 12.74496247])"
3151,63869,"array([ 1.34791286, 12.74520719])"
3152,4749,"array([ 1.34847812, 12.74450195])"
3153,17280,"array([ 1.34548914, 12.74255466])"
3154,19474,"array([ 1.34819835, 12.74432245])"
3155,30792,"array([ 1.34799499, 12.74492038])"
3156,39555,"array([ 1.34822972, 12.74472946])"
3157,65641,"array([ 1.34799966, 12.74513223])"
3158,501,"array([ 1.34743584, 12.74523561])"
3159,58050,"array([ 1.34615237, 12.74552411])"
3160,55278,"array([ 1.34684813, 12.7446133 ])"
3161,506,"array([ 1.34854178, 12.74428908])"
3162,9237,"array([ 1.34883041, 12.74392514])"
3163,512,"array([ 1.34922467, 12.74507859])"
3164,30814,"array([ 1.34811929, 12.74484841])"
3165,61333,"array([ 1.34624287, 12.74468311])"
3166,515,"array([ 1.34702239, 12.74539132])"
3167,29615,"array([ 1.34811093, 12.74446306])"
3168,30823,"array([ 1.34818718, 12.74445603])"
3169,22136,"array([ 1.34870115, 12.74404339])"
3170,57023,"array([ 1.34867042, 12.74433719])"
3171,57024,"array([ 1.34825981, 12.74436474])"
3172,61354,"array([ 1.34740557, 12.74333626])"
3173,55119,"array([ 1.3461956 , 12.74526692])"
3174,65682,"array([ 1.34810924, 12.74476547])"
3175,4800,"array([ 1.3475946 , 12.74556494])"
3176,30847,"array([ 1.34725155, 12.74516836])"
3177,65691,"array([ 1.34727704, 12.74423758])"
3178,52700,"array([ 1.34772162, 12.74445165])"
3179,30851,"array([ 1.34890148, 12.74485607])"
3180,65697,"array([ 1.34849102, 12.74433806])"
3181,65700,"array([ 1.34708985, 12.7450171 ])"
3182,48373,"array([ 1.34826102, 12.74351   ])"
3183,9206,"array([ 1.34707717, 12.74551157])"
3184,19484,"array([ 1.347597 , 12.7447475])"
3185,9213,"array([ 1.34717426, 12.74465059])"
3186,48384,"array([ 1.34758828, 12.74363744])"
3187,22177,"array([ 1.34854077, 12.74403481])"
3188,52722,"array([ 1.34869059, 12.74544296])"
3189,39018,"array([ 1.34907925, 12.74484471])"
3190,48387,"array([ 1.34783012, 12.74469838])"
3191,52726,"array([ 1.34781817, 12.74511984])"
3192,39627,"array([ 1.34884062, 12.74415817])"
3193,48391,"array([ 1.34842399, 12.74446179])"
3194,57081,"array([ 1.34815383, 12.7455858 ])"
3195,44051,"array([ 1.34805431, 12.74510902])"
3196,54380,"array([ 1.34733787, 12.7450999 ])"
3197,57083,"array([ 1.34766844, 12.74390144])"
3198,58033,"array([ 1.34768574, 12.74575499])"
3199,65743,"array([ 1.34871652, 12.74539966])"
3200,33342,"array([ 1.34769172, 12.74447599])"
3201,20967,"array([ 1.34754482, 12.74514133])"
3202,58309,"array([ 1.34624497, 12.74451497])"
3203,22206,"array([ 1.34616789, 12.74645988])"
3204,22215,"array([ 1.34824705, 12.74454025])"
3205,611,"array([ 1.34802268, 12.74524497])"
3206,22221,"array([ 1.34730079, 12.74507139])"
3207,38452,"array([ 1.34756837, 12.74470004])"
3208,3643,"array([ 1.34775991, 12.74379711])"
3209,61433,"array([ 1.3471123 , 12.74619368])"
3210,17876,"array([ 1.34885008, 12.74389092])"
3211,39685,"array([ 1.3478684 , 12.74422144])"
3212,26565,"array([ 1.34862163, 12.74504615])"
3213,35355,"array([ 1.34724079, 12.74444883])"
3214,57124,"array([ 1.34849778, 12.74468064])"
3215,9388,"array([ 1.34828811, 12.74399026])"
3216,65790,"array([ 1.34749932, 12.74465752])"
3217,61637,"array([ 1.3475654 , 12.74587078])"
3218,30949,"array([ 1.34866533, 12.74415181])"
3219,39704,"array([ 1.34903735, 12.74381582])"
3220,29883,"array([ 1.34765867, 12.74478407])"
3221,26588,"array([ 1.34881562, 12.74382226])"
3222,61476,"array([ 1.34491118, 12.74407321])"
3223,39019,"array([ 1.34655552, 12.74536679])"
3224,45715,"array([ 1.34793801, 12.74449733])"
3225,5757,"array([ 1.3465659 , 12.74777447])"
3226,9298,"array([ 1.34761759, 12.74469895])"
3227,35381,"array([ 1.34772105, 12.74651648])"
3228,30969,"array([ 1.34824396, 12.7448708 ])"
3229,61493,"array([ 1.34779873, 12.7443875 ])"
3230,44140,"array([ 1.34791091, 12.74550094])"
3231,61497,"array([ 1.34848359, 12.74356184])"
3232,65826,"array([ 1.34895519, 12.744957  ])"
3233,13553,"array([ 1.34649549, 12.74356537])"
3234,35567,"array([ 1.34685236, 12.74426368])"
3235,35399,"array([ 1.34865126, 12.74481868])"
3236,65839,"array([ 1.34753034, 12.74445399])"
3237,61508,"array([ 1.34819726, 12.74569572])"
3238,22296,"array([ 1.34663691, 12.7446475 ])"
3239,13572,"array([ 1.34723039, 12.74552801])"
3240,65847,"array([ 1.34768195, 12.74406122])"
3241,22307,"array([ 1.3479241 , 12.74514859])"
3242,31019,"array([ 1.34864392, 12.74441165])"
3243,20257,"array([ 1.34786347, 12.74498968])"
3244,9332,"array([ 1.34740173, 12.7442137 ])"
3245,61529,"array([ 1.34748609, 12.74575116])"
3246,17979,"array([ 1.34810211, 12.74530302])"
3247,65871,"array([ 1.34588613, 12.74324533])"
3248,35437,"array([ 1.34601382, 12.74589019])"
3249,9354,"array([ 1.34816319, 12.74491414])"
3250,705,"array([ 1.34790789, 12.74464655])"
3251,39790,"array([ 1.34797693, 12.74504749])"
3252,39196,"array([ 1.34641829, 12.74583844])"
3253,35455,"array([ 1.34760523, 12.74498201])"
3254,34613,"array([ 1.34715842, 12.74555659])"
3255,40260,"array([ 1.3481306 , 12.74440987])"
3256,9389,"array([ 1.34861059, 12.74494567])"
3257,22365,"array([ 1.34893848, 12.74438626])"
3258,61583,"array([ 1.34867624, 12.74621763])"
3259,35491,"array([ 1.34718826, 12.74472159])"
3260,52910,"array([ 1.34757978, 12.74523826])"
3261,55279,"array([ 1.34785281, 12.74435239])"
3262,31160,"array([ 1.34752665, 12.74591801])"
3263,65913,"array([ 1.34846959, 12.74499423])"
3264,31093,"array([ 1.34745574, 12.74631406])"
3265,52919,"array([ 1.34731543, 12.74485027])"
3266,31100,"array([ 1.34827311, 12.74662824])"
3267,57270,"array([ 1.34847707, 12.74439027])"
3268,26768,"array([ 1.34666671, 12.74389638])"
3269,22407,"array([ 1.34761743, 12.74482805])"
3270,5020,"array([ 1.34780851, 12.74474351])"
3271,48599,"array([ 1.34714809, 12.74611269])"
3272,44252,"array([ 1.34693374, 12.74604433])"
3273,22418,"array([ 1.34797766, 12.7450273 ])"
3274,31118,"array([ 1.34814726, 12.74397051])"
3275,31122,"array([ 1.34678009, 12.74562451])"
3276,31135,"array([ 1.34622369, 12.74487582])"
3277,18085,"array([ 1.34778254, 12.74403787])"
3278,9457,"array([ 1.3480698 , 12.74457265])"
3279,5059,"array([ 1.34767175, 12.74409222])"
3280,18111,"array([ 1.34708549, 12.74496985])"
3281,9464,"array([ 1.34743206, 12.74440174])"
3282,35562,"array([ 1.34829465, 12.74476384])"
3283,9482,"array([ 1.34907398, 12.74511004])"
3284,828,"array([ 1.34916351, 12.74401835])"
3285,13732,"array([ 1.34824844, 12.74434153])"
3286,48656,"array([ 1.34768215, 12.74482771])"
3287,31168,"array([ 1.34772509, 12.745395  ])"
3288,31169,"array([ 1.34791132, 12.74483136])"
3289,840,"array([ 1.34767975, 12.74284434])"
3290,5078,"array([ 1.34755025, 12.74541279])"
3291,13741,"array([ 1.34682783, 12.7461534 ])"
3292,23270,"array([ 1.34846126, 12.74354765])"
3293,31188,"array([ 1.34740705, 12.74476953])"
3294,22480,"array([ 1.34781768, 12.74418951])"
3295,22533,"array([ 1.34760439, 12.74536247])"
3296,31194,"array([ 1.34743694, 12.74540189])"
3297,61689,"array([ 1.34818919, 12.74456215])"
3298,39936,"array([ 1.35201075, 12.74476865])"
3299,862,"array([ 1.3493111, 12.7452309])"
3300,31207,"array([ 1.34785826, 12.74547894])"
3301,26812,"array([ 1.34843357, 12.74429446])"
3302,18136,"array([ 1.34892785, 12.7451909 ])"
3303,29577,"array([ 1.34879921, 12.74699978])"
3304,35610,"array([ 1.34822956, 12.74497261])"
3305,35621,"array([ 1.34688921, 12.74483076])"
3306,39961,"array([ 1.34838934, 12.74387165])"
3307,44349,"array([ 1.34769511, 12.74400194])"
3308,22522,"array([ 1.34759503, 12.74433859])"
3309,18163,"array([ 1.34833128, 12.74459452])"
3310,18164,"array([ 1.34761852, 12.74494788])"
3311,35632,"array([ 1.34831863, 12.74583378])"
3312,18170,"array([ 1.34706846, 12.7445928 ])"
3313,34121,"array([ 1.34717349, 12.74520262])"
3314,66037,"array([ 1.34738553, 12.74520521])"
3315,57397,"array([ 1.34769023, 12.74371425])"
3316,5138,"array([ 1.34796919, 12.7447512 ])"
3317,18181,"array([ 1.34836434, 12.74415677])"
3318,39991,"array([ 1.34783294, 12.74524958])"
3319,57723,"array([ 1.3473806 , 12.74463071])"
3320,39998,"array([ 1.34757548, 12.744256  ])"
3321,61749,"array([ 1.34815371, 12.74351214])"
3322,22556,"array([ 1.34754991, 12.74512397])"
3323,37749,"array([ 1.34846443, 12.74414194])"
3324,57418,"array([ 1.34679669, 12.74379894])"
3325,66063,"array([ 1.34727782, 12.74520714])"
3326,40008,"array([ 1.34780715, 12.74431868])"
3327,61757,"array([ 1.34834905, 12.74432438])"
3328,928,"array([ 1.34727573, 12.74495503])"
3329,53069,"array([ 1.34693153, 12.74399303])"
3330,2286,"array([ 1.34829251, 12.74434455])"
3331,40023,"array([ 1.34801532, 12.74416002])"
3332,22576,"array([ 1.34703125, 12.74468012])"
3333,14378,"array([ 1.34723259, 12.74367262])"
3334,31288,"array([ 1.34787193, 12.74491485])"
3335,31289,"array([ 1.34771888, 12.74483807])"
3336,57444,"array([ 1.34837625, 12.74450209])"
3337,18222,"array([ 1.34841027, 12.74429473])"
3338,65282,"array([ 1.34780131, 12.74536137])"
3339,18572,"array([ 1.34775708, 12.74467629])"
3340,44414,"array([ 1.34802255, 12.74395973])"
3341,31299,"array([ 1.34727387, 12.74601198])"
3342,956,"array([ 1.34811931, 12.74475528])"
3343,48775,"array([ 1.34727372, 12.7446044 ])"
3344,57464,"array([ 1.34811617, 12.74438181])"
3345,35711,"array([ 1.34813231, 12.74427266])"
3346,23223,"array([ 1.34770167, 12.74463757])"
3347,31204,"array([ 1.34778261, 12.74457812])"
3348,48787,"array([ 1.34608941, 12.74478206])"
3349,38401,"array([ 1.34973513, 12.74829341])"
3350,66128,"array([ 1.34790513, 12.74546241])"
3351,61818,"array([ 1.34848563, 12.74468053])"
3352,5938,"array([ 1.3468422 , 12.74307114])"
3353,13897,"array([ 1.34713472, 12.74562872])"
3354,61828,"array([ 1.3480962 , 12.74450949])"
3355,60938,"array([ 1.34749457, 12.74606207])"
3356,53123,"array([ 1.34723969, 12.74500985])"
3357,61834,"array([ 1.34863615, 12.74385528])"
3358,13903,"array([ 1.34795803, 12.74417212])"
3359,61837,"array([ 1.34858838, 12.74553455])"
3360,66148,"array([ 1.34826142, 12.74488795])"
3361,61842,"array([ 1.34723149, 12.74596061])"
3362,40096,"array([ 1.34737732, 12.74497948])"
3363,40928,"array([ 1.34697585, 12.74410532])"
3364,22648,"array([ 1.34731562, 12.74502551])"
3365,18286,"array([ 1.34683962, 12.74377956])"
3366,5240,"array([ 1.34876864, 12.74526295])"
3367,40107,"array([ 1.34716337, 12.74501823])"
3368,5246,"array([ 1.34870951, 12.74431976])"
3369,1019,"array([ 1.34841165, 12.74449381])"
3370,57521,"array([ 1.34702712, 12.74491556])"
3371,18303,"array([ 1.3465439 , 12.74375939])"
3372,11867,"array([ 1.34647315, 12.74386091])"
3373,31363,"array([ 1.34725116, 12.74463736])"
3374,58484,"array([ 1.3480257 , 12.74509895])"
3375,26970,"array([ 1.34851838, 12.74452937])"
3376,66177,"array([ 1.34896656, 12.74405306])"
3377,5265,"array([ 1.34846144, 12.74451556])"
3378,35788,"array([ 1.34737134, 12.74507937])"
3379,40694,"array([ 1.34460758, 12.74596477])"
3380,57542,"array([ 1.34721268, 12.74422684])"
3381,57544,"array([ 1.34834894, 12.74455168])"
3382,48844,"array([ 1.34795831, 12.74388694])"
3383,31377,"array([ 1.34607799, 12.7444856 ])"
3384,40137,"array([ 1.34777899, 12.74532281])"
3385,22690,"array([ 1.34775128, 12.74462156])"
3386,5295,"array([ 1.34715266, 12.74651963])"
3387,31408,"array([ 1.34817255, 12.74405987])"
3388,22710,"array([ 1.34822358, 12.7444073 ])"
3389,18869,"array([ 1.34732145, 12.74293764])"
3390,40166,"array([ 1.34840246, 12.74489417])"
3391,1080,"array([ 1.34784358, 12.74565144])"
3392,61916,"array([ 1.34793641, 12.74440297])"
3393,9727,"array([ 1.34742541, 12.74413106])"
3394,61923,"array([ 1.34876389, 12.74505782])"
3395,53216,"array([ 1.34659134, 12.74448703])"
3396,22728,"array([ 1.34840575, 12.74379734])"
3397,31426,"array([ 1.3476492 , 12.74495379])"
3398,40182,"array([ 1.34819162, 12.7446179 ])"
3399,22736,"array([ 1.34709951, 12.74590531])"
3400,48425,"array([ 1.34966255, 12.7451885 ])"
3401,53229,"array([ 1.34892107, 12.74500117])"
3402,44570,"array([ 1.34737574, 12.74562199])"
3403,66252,"array([ 1.3483009 , 12.74477764])"
3404,9749,"array([ 1.34864704, 12.74418   ])"
3405,40071,"array([ 1.347222  , 12.74530326])"
3406,27044,"array([ 1.34928796, 12.74541247])"
3407,48921,"array([ 1.34808684, 12.74509667])"
3408,23864,"array([ 1.34642157, 12.74611299])"
3409,50318,"array([ 1.3462441 , 12.74746184])"
3410,41596,"array([ 1.34640594, 12.74666953])"
3411,61604,"array([ 1.34851631, 12.74563898])"
3412,31462,"array([ 1.3470096 , 12.74411347])"
3413,61970,"array([ 1.34795849, 12.74517298])"
3414,1140,"array([ 1.34778416, 12.74425714])"
3415,31955,"array([ 1.34854461, 12.74397348])"
3416,22778,"array([ 1.34749048, 12.74497622])"
3417,6972,"array([ 1.34797595, 12.7443118 ])"
3418,31489,"array([ 1.34866594, 12.74512459])"
3419,27071,"array([ 1.34756477, 12.74517165])"
3420,41804,"array([ 1.34516899, 12.74612228])"
3421,48958,"array([ 1.34769588, 12.74505914])"
3422,14075,"array([ 1.34849549, 12.74465519])"
3423,22806,"array([ 1.34887541, 12.74421668])"
3424,27089,"array([ 1.34814444, 12.74453277])"
3425,61998,"array([ 1.34878495, 12.74427056])"
3426,15708,"array([ 1.34861325, 12.74434757])"
3427,25430,"array([ 1.34768129, 12.74497641])"
3428,60967,"array([ 1.34850165, 12.74462306])"
3429,48979,"array([ 1.34822236, 12.74456708])"
3430,53295,"array([ 1.35017568, 12.74642011])"
3431,48982,"array([ 1.34824077, 12.7442103 ])"
3432,27116,"array([ 1.34819731, 12.74423052])"
3433,48991,"array([ 1.34773431, 12.74479752])"
3434,31520,"array([ 1.34844633, 12.74555878])"
3435,22830,"array([ 1.34861401, 12.74496156])"
3436,9841,"array([ 1.34802557, 12.74439803])"
3437,66352,"array([ 1.34787872, 12.74447967])"
3438,31533,"array([ 1.34742655, 12.74382111])"
3439,59418,"array([ 1.3491063 , 12.74480312])"
3440,22540,"array([ 1.3492536 , 12.74454798])"
3441,62042,"array([ 1.34816732, 12.74487527])"
3442,53335,"array([ 1.34767819, 12.74396175])"
3443,36532,"array([ 1.3481172 , 12.74479332])"
3444,27147,"array([ 1.34898539, 12.74386288])"
3445,66373,"array([ 1.34767712, 12.74563559])"
3446,59544,"array([ 1.34886725, 12.74492027])"
3447,35950,"array([ 1.34852326, 12.74426184])"
3448,7436,"array([ 1.34818043, 12.7443552 ])"
3449,31553,"array([ 1.34802164, 12.74427885])"
3450,1230,"array([ 1.34532787, 12.74661049])"
3451,57715,"array([ 1.34685257, 12.74573179])"
