# source, target, weight, time
50,18486,1,1180093166
50,21695,1,1179481880
50,17139,1,1146482421
50,16596,1,1138464073
50,18418,1,1179630103
50,16738,1,1147412499
50,19834,1,1147409945
50,17139,1,1147449673
50,17139,1,1147646863
50,17329,1,1225298299
50,16596,1,1137778110
50,16738,1,1138336371
50,16562,1,1137778899
50,19834,1,1138336536
50,19846,1,1138336539
50,17761,1,1182187476
50,16596,1,1210468179
50,16596,1,1148927414
50,17139,1,1156103517
50,16738,1,1140446219
50,18167,1,1140447634
50,17243,1,1140447747
50,18811,1,1148750851
50,16738,1,1150853595
50,18779,1,1151328213
50,17160,1,1151328243
50,17243,1,1151328226
50,16596,1,1178288701
50,16736,1,1178288441
50,16738,1,1178288591
50,19834,1,1178288757
50,17380,1,1178288622
50,17409,1,1170533037
50,18409,1,1177879361
50,16596,1,1153951470
50,19119,1,1195770011
50,17773,1,1152031265
50,16738,1,1151964687
50,20966,1,1152031361
50,18811,1,1152031447
50,18167,1,1153951438
50,17056,1,1151968301
50,19834,1,1153951482
50,17139,1,1151966699
50,19846,1,1153951750
50,17160,1,1153952066
50,22953,1,1151965226
50,16596,1,1151930973
50,18085,1,1161646277
50,16790,1,1161647671
50,17803,1,1187147378
50,17243,1,1213751371
50,17329,1,1184389272
50,17380,1,1182725048
50,17139,1,1230418550
50,20656,1,1196882239
50,19119,1,1207322339
50,20880,1,1171910874
50,17139,1,1184532521
50,16738,1,1169223615
50,16596,1,1156714660
50,16596,1,1137204322
50,16627,1,1138326971
50,16736,1,1137117340
50,16738,1,1137117330
50,18167,1,1138326962
50,19834,1,1138326958
50,17139,1,1138326963
50,19846,1,1138326957
50,17409,1,1138326964
50,17761,1,1165120185
50,17766,1,1173213664
50,17173,1,1183433186
50,20929,1,1195373046
50,17139,1,1155310559
50,16596,1,1195326074
50,18409,1,1230999264
50,16736,1,1138883897
50,16738,1,1137168909
50,16562,1,1137168918
50,16563,1,1137168926
50,17160,1,1144672147
50,16563,1,1211715322
50,17766,1,1230255123
50,17409,1,1230255084
50,16596,1,1159189483
50,18466,1,1138889447
50,21225,1,1149147904
50,18326,1,1149143218
50,17773,1,1149143308
50,17997,1,1149146761
50,22774,1,1149147154
50,23418,1,1149145634
50,17243,1,1149145869
50,17398,1,1149142716
50,22953,1,1149147455
50,18326,1,1212775795
50,17773,1,1212775785
50,16738,1,1212775863
50,16562,1,1212775860
50,16563,1,1212775858
50,18779,1,1212775844
50,17160,1,1213111950
50,17409,1,1213111953
50,17139,1,1159947670
50,17803,1,1213203145
50,16738,1,1151067193
50,16562,1,1151067198
50,17409,1,1160604809
50,16596,1,1166779551
50,18326,1,1166878453
50,17773,1,1166780403
50,17243,1,1166780415
50,17773,1,1161198563
50,16736,1,1161199588
50,17243,1,1161198983
50,16596,1,1161113385
50,17139,1,1157848658
50,17773,1,1177163499
50,16738,1,1221185475
51,16564,1,1165555248
51,16880,1,1210316197
51,17058,1,1216589848
51,16535,1,1196560849
51,17646,1,1227631227
51,17669,1,1227899033
51,17676,1,1230545290
51,18097,1,1163101156
51,18097,1,1163118859
51,18155,1,1176438567
51,18395,1,1222135588
51,17709,1,1152975762
51,18173,1,1138354771
51,18673,1,1192964245
51,18119,1,1137957271
51,18097,1,1164502937
51,16557,1,1185760707
51,16719,1,1168374737
51,16731,1,1168374610
51,17957,1,1168375187
51,19591,1,1168375404
51,19269,1,1137181795
51,16564,1,1137180952
51,19854,1,1137375111
51,19888,1,1138307229
51,17710,1,1138307079
51,19963,1,1138039893
51,19997,1,1137375442
51,16564,1,1218189247
51,16681,1,1191078150
51,16740,1,1219956768
51,17127,1,1227625841
51,20385,1,1174334583
51,20472,1,1216566702
51,17398,1,1217672254
51,20512,1,1230135109
51,19138,1,1217960708
51,20558,1,1201889656
51,20588,1,1227625786
51,20601,1,1177350163
51,19233,1,1189006681
51,20691,1,1230051078
51,20692,1,1230051184
51,20694,1,1230133927
51,17675,1,1230225865
51,17157,1,1137631490
51,16564,1,1137713894
51,20766,1,1140893387
51,17096,1,1141583300
51,19507,1,1174697850
51,18119,1,1138040962
51,20747,1,1168577759
51,20903,1,1176510305
51,18958,1,1207713820
51,20909,1,1184656332
51,20920,1,1150596485
51,20597,1,1151121863
51,20601,1,1177739820
51,19233,1,1177740315
51,16564,1,1138469001
51,17692,1,1217907392
51,16535,1,1219649152
51,21220,1,1222058473
51,17093,1,1222061090
51,20418,1,1225158365
51,18119,1,1188258360
51,19269,1,1197916316
51,20140,1,1188258273
51,16564,1,1200958365
51,21298,1,1188258094
51,20084,1,1197915068
51,16557,1,1190024150
51,20299,1,1205693998
51,21303,1,1188257729
51,20394,1,1188257786
51,21308,1,1197916593
51,21310,1,1186341394
51,17459,1,1188258125
51,16564,1,1139768421
51,17957,1,1167997846
51,18119,1,1147214838
51,17957,1,1145643041
51,16557,1,1145478269
51,17690,1,1145451742
51,16557,1,1146520365
51,17096,1,1163515923
51,17709,1,1166127796
51,20597,1,1162601149
51,21575,1,1165521029
51,17866,1,1223220997
51,17096,1,1223737282
51,16681,1,1170494022
51,16728,1,1170492699
51,17459,1,1170494096
51,16728,1,1171405011
51,18097,1,1141336919
51,20163,1,1162502087
51,16681,1,1209648233
51,19804,1,1161361524
51,18558,1,1152213013
51,17710,1,1157695243
51,20597,1,1190601034
51,18155,1,1171178155
51,20385,1,1178473747
51,18395,1,1198791845
51,20084,1,1207332336
51,19269,1,1220313561
51,18395,1,1220313168
51,16731,1,1143585181
51,20072,1,1179225820
51,20920,1,1137552613
51,18097,1,1179481868
51,16697,1,1179481730
51,16564,1,1192170422
51,20163,1,1201821266
51,18097,1,1146738820
51,20163,1,1215107919
51,16564,1,1137778524
51,17709,1,1137778466
51,20597,1,1146196058
51,18097,1,1148077739
51,16728,1,1179529903
51,21308,1,1179529845
51,22176,1,1212542876
51,19233,1,1212495460
51,18097,1,1194186013
51,16731,1,1194186056
51,16564,1,1194186175
51,16880,1,1194186065
51,16557,1,1194185933
51,17096,1,1194186393
51,18352,1,1194189912
51,22700,1,1194187516
51,20394,1,1194185600
51,20456,1,1194186293
51,17459,1,1194186053
51,20575,1,1194186263
51,18097,1,1156390963
51,16681,1,1156390952
51,16697,1,1156390973
51,16731,1,1156390949
51,18119,1,1156390953
51,16564,1,1156390539
51,16681,1,1150911474
51,19854,1,1179752744
51,16564,1,1151026078
51,17096,1,1151686984
51,16731,1,1138981004
51,17709,1,1155231531
51,16965,1,1161647627
51,20064,1,1161646170
51,18431,1,1139151630
51,18352,1,1213752910
51,19269,1,1166942565
51,16880,1,1188714521
51,21308,1,1185717491
51,20072,1,1198563940
51,18097,1,1138262921
51,20072,1,1182783765
51,18097,1,1181137399
51,21575,1,1181137245
51,16728,1,1181135992
51,16731,1,1181168278
51,18119,1,1181168157
51,19269,1,1181168434
51,16564,1,1181167057
51,18155,1,1181312746
51,16880,1,1181136091
51,18673,1,1181261986
51,21298,1,1181139521
51,16952,1,1181168970
51,20084,1,1181168168
51,22176,1,1181137172
51,20771,1,1181168487
51,23547,1,1181168709
51,23552,1,1181169013
51,19302,1,1181168980
51,23554,1,1181169030
51,21299,1,1181168172
51,16557,1,1181168244
51,17096,1,1181169053
51,20299,1,1181168977
51,23583,1,1181168614
51,20087,1,1181168801
51,23590,1,1181168919
51,18352,1,1181160333
51,22700,1,1181164644
51,17690,1,1192197740
51,17709,1,1181168449
51,19888,1,1181168402
51,17710,1,1181168319
51,19541,1,1181169043
51,20394,1,1181168574
51,23465,1,1181168933
51,22357,1,1181168695
51,23623,1,1181264081
51,18395,1,1181138193
51,19945,1,1181168892
51,20903,1,1181168519
51,21308,1,1181166114
51,19997,1,1181168922
51,23640,1,1181139040
51,19591,1,1181168223
51,20909,1,1181168731
51,20095,1,1181312936
51,17459,1,1181136771
51,20986,1,1181168548
51,22505,1,1181170149
51,20920,1,1181168602
51,20601,1,1181168479
51,19233,1,1181168202
51,20072,1,1181264978
51,16731,1,1154122899
51,19269,1,1154123137
51,16557,1,1154129131
51,16564,1,1145322832
51,17690,1,1156789508
51,18097,1,1209752584
51,16564,1,1209584986
51,17957,1,1209322384
51,17459,1,1209585138
51,16564,1,1156174856
51,16564,1,1209562138
51,16564,1,1139326641
51,17690,1,1140534157
51,18097,1,1184188866
51,18155,1,1187160230
51,21575,1,1164686293
51,16681,1,1147829202
51,19346,1,1220314793
51,16728,1,1147831238
51,16731,1,1147829213
51,18119,1,1147829242
51,19269,1,1147829344
51,20140,1,1147831288
51,16564,1,1144499966
51,18155,1,1220316359
51,21298,1,1164686115
51,20084,1,1147829174
51,22176,1,1160277329
51,20771,1,1147829272
51,23547,1,1160276201
51,23552,1,1160278963
51,19302,1,1147829286
51,23829,1,1160278957
51,23554,1,1160277530
51,21299,1,1160276566
51,16557,1,1144501144
51,17096,1,1147829309
51,20299,1,1164686214
51,17098,1,1160277393
51,23583,1,1160276881
51,20087,1,1160276556
51,23590,1,1160279464
51,18352,1,1172030763
51,22700,1,1147829396
51,17709,1,1160280221
51,19541,1,1160277639
51,20394,1,1160278757
51,23465,1,1160279532
51,22357,1,1160276340
51,19945,1,1164686192
51,19963,1,1175118808
51,21308,1,1144501449
51,19997,1,1147829312
51,20909,1,1164686130
51,22014,1,1190602888
51,20986,1,1160279631
51,22505,1,1220315864
51,20920,1,1175120105
51,19233,1,1220310805
51,19241,1,1220310985
51,20072,1,1177541888
51,18097,1,1137101021
51,16681,1,1137101207
51,19346,1,1137101702
51,17866,1,1137101324
51,16697,1,1137101617
51,16731,1,1137102209
51,18119,1,1137103035
51,19269,1,1137103499
51,20747,1,1137102242
51,17877,1,1137102177
51,16564,1,1137103595
51,18155,1,1137101378
51,16884,1,1137103869
51,19754,1,1137104049
51,20084,1,1137103887
51,20771,1,1137104797
51,18173,1,1137104597
51,19302,1,1137104851
51,17709,1,1137102251
51,19963,1,1140557391
51,18119,1,1160049276
51,16535,1,1219598843
51,17096,1,1161199095
51,16564,1,1161289714
51,16745,1,1187711171
51,16731,1,1176844684
51,18119,1,1177127626
51,19269,1,1176931578
51,17877,1,1176819737
51,16564,1,1177016391
51,21298,1,1176753377
51,21299,1,1176753503
51,20394,1,1176752059
51,21308,1,1176819098
51,18119,1,1161873276
51,17096,1,1188180164
52,16565,1,1165554873
52,16565,1,1218206325
52,16565,1,1175028390
52,16565,1,1154123718
52,16850,1,1154123557
52,16565,1,1186883316
53,16566,1,1165555208
53,17122,1,1147948639
53,17166,1,1183284698
53,17230,1,1171016271
53,17264,1,1171016345
53,17401,1,1195822404
53,16566,1,1215515048
53,17530,1,1215514739
53,17780,1,1215514833
53,16536,1,1162676282
53,16566,1,1163101429
53,17530,1,1208417167
53,17780,1,1208380957
53,17530,1,1190001353
53,17230,1,1217888099
53,16566,1,1164711625
53,18613,1,1138031717
53,19694,1,1138031861
53,16888,1,1138032140
53,16536,1,1218189327
53,16566,1,1218188967
53,17588,1,1218189489
53,16566,1,1219496256
53,16566,1,1218433736
53,17401,1,1209159670
53,17122,1,1167911252
53,17088,1,1227490155
53,16596,1,1221226619
53,18613,1,1221228047
53,17088,1,1221226046
53,17122,1,1221226131
53,17555,1,1221226956
53,16536,1,1151434467
53,16536,1,1163983007
53,17088,1,1220769857
53,17230,1,1171504093
53,16566,1,1223305253
53,17780,1,1223305126
53,16536,1,1151608940
53,17868,1,1151613202
53,18613,1,1151608903
53,16566,1,1151609090
53,16941,1,1151611999
53,19760,1,1151612027
53,18452,1,1151608991
53,17122,1,1151608960
53,17229,1,1196177225
53,17530,1,1201115544
53,16536,1,1144422702
53,18613,1,1144422542
53,19694,1,1144422553
53,16888,1,1144422556
53,16566,1,1144422603
53,18452,1,1144422589
53,17122,1,1144422634
53,21277,1,1144422586
53,16536,1,1165683243
53,16596,1,1223967526
53,17555,1,1198686524
53,16888,1,1225073861
53,18613,1,1138820277
53,21277,1,1141689827
53,16566,1,1172182560
53,18466,1,1172182740
53,16596,1,1225301026
53,16536,1,1226530237
53,21277,1,1144936207
53,18613,1,1145545223
53,18030,1,1146482306
53,17530,1,1224345823
53,18613,1,1141259629
53,18452,1,1140381702
53,18030,1,1140415924
53,17530,1,1162347055
53,17588,1,1225258305
53,17401,1,1213647813
53,18434,1,1209737820
53,16566,1,1150917843
53,16536,1,1228122059
53,18613,1,1228122288
53,16566,1,1228122116
53,17264,1,1228122181
53,17780,1,1228122267
53,17278,1,1150765759
53,16596,1,1171941334
53,18809,1,1161647648
53,17088,1,1152733011
53,17122,1,1213750937
53,17264,1,1183574527
53,17088,1,1230418469
53,18030,1,1230416713
53,22534,1,1230676565
53,17780,1,1194366408
53,19044,1,1169875428
53,17604,1,1197568421
53,17122,1,1180834504
53,18030,1,1180629998
53,16536,1,1176854239
53,17122,1,1156990514
53,16566,1,1137203756
53,18452,1,1137203809
53,17588,1,1210657798
53,17822,1,1230960023
53,18983,1,1230958908
53,18984,1,1230960028
53,18613,1,1187162057
53,18613,1,1162072331
53,16536,1,1158792166
53,16566,1,1159189412
53,17230,1,1175448539
53,18753,1,1176317469
53,18080,1,1212620945
53,23143,1,1173847137
53,23862,1,1179438211
53,18476,1,1177346574
53,16566,1,1154086493
53,16566,1,1162074671
53,17604,1,1208985784
53,17088,1,1193885674
53,16596,1,1190912698
53,16665,1,1190913276
53,16778,1,1190815256
53,18613,1,1190913144
53,16566,1,1190912689
53,17122,1,1190913544
53,17230,1,1190914082
53,16588,1,1190913354
53,18058,1,1190912903
53,17530,1,1190912677
53,17780,1,1190913243
53,16536,1,1161873015
54,16567,1,1165555240
54,16544,1,1188726251
54,16878,1,1189015801
54,16878,1,1189478954
54,18956,1,1137374182
54,16878,1,1137373883
54,16567,1,1137271226
54,17288,1,1138039581
54,16926,1,1183301408
54,18956,1,1141818069
54,20670,1,1229179999
54,16878,1,1147234506
54,18956,1,1147450094
54,16878,1,1147410438
54,16656,1,1137778804
54,16878,1,1138023699
54,18956,1,1137117341
54,17866,1,1137117346
54,20214,1,1137117351
54,16926,1,1137203255
54,16567,1,1137203710
54,17290,1,1157126631
54,16544,1,1187139035
54,17866,1,1176819925
54,16583,1,1188185871
54,16698,1,1137175012
54,18502,1,1137176827
55,16568,1,1212900981
55,22753,1,1212095124
55,16646,1,1179481877
55,16568,1,1201450059
55,21911,1,1201450066
56,16569,1,1165555291
56,17773,1,1215515083
56,19579,1,1168375705
56,18306,1,1168375697
56,16648,1,1168375708
56,18326,1,1168375649
56,19580,1,1168375689
56,17773,1,1168375654
56,19581,1,1168376593
56,19358,1,1168376623
56,19582,1,1168375672
56,19584,1,1168376317
56,18505,1,1168375659
56,17856,1,1168376694
56,16569,1,1168375635
56,17035,1,1168375693
56,17059,1,1168376753
56,19586,1,1168376502
56,19587,1,1168375712
56,19588,1,1168375701
56,19589,1,1168376821
56,19120,1,1168375734
56,17301,1,1168375716
56,19590,1,1168376361
56,17243,1,1187169125
56,18306,1,1139662411
56,17773,1,1139609964
56,19120,1,1139742531
56,19580,1,1169309444
56,17035,1,1169572567
56,17035,1,1196202230
56,17773,1,1170361915
56,18306,1,1141819711
56,16648,1,1141824895
56,17773,1,1141820760
56,17773,1,1197054521
56,16648,1,1143210444
56,19580,1,1172472158
56,18306,1,1145692979
56,16648,1,1145693153
56,17300,1,1174247373
56,18326,1,1201815026
56,18505,1,1176361316
56,18505,1,1178287404
56,18306,1,1139711473
56,19580,1,1139711275
56,19579,1,1151967540
56,19582,1,1151967764
56,18505,1,1151967607
56,16569,1,1151967659
56,17035,1,1151967642
56,19587,1,1151967625
56,19588,1,1151967769
56,17301,1,1151967580
56,18326,1,1179108595
56,18306,1,1152541542
56,18505,1,1152542616
56,16569,1,1152542397
56,19119,1,1161648976
56,19586,1,1180543128
56,19587,1,1187162773
56,18326,1,1160276002
56,17773,1,1160276005
56,17243,1,1220314955
56,17773,1,1149141447
56,18505,1,1149148762
56,16569,1,1149146614
56,18326,1,1161198574
56,17773,1,1161198560
56,16569,1,1161198801
56,16569,1,1161144086
56,18326,1,1177163597
56,17773,1,1177163477
57,16570,1,1211592818
57,16571,1,1211592812
57,16572,1,1211592823
57,16573,1,1165555226
57,16577,1,1211592803
57,16573,1,1208723461
57,16573,1,1163443826
57,18066,1,1227641382
57,18457,1,1216311777
57,16573,1,1216311364
57,18340,1,1175985182
57,16688,1,1137181787
57,17076,1,1137374672
57,18457,1,1137181462
57,16573,1,1138040225
57,19034,1,1191572610
57,20672,1,1221592653
57,20729,1,1218686315
57,16688,1,1138581588
57,19356,1,1137889022
57,18457,1,1192593795
57,16570,1,1197961422
57,16572,1,1138742985
57,17359,1,1218167043
57,19010,1,1193440013
57,16572,1,1219133009
57,17611,1,1221253209
57,19010,1,1137350704
57,16577,1,1137349717
57,16573,1,1182635808
57,16688,1,1144970220
57,16573,1,1144970916
57,17611,1,1222308789
57,20729,1,1216533657
57,19119,1,1169932885
57,18457,1,1169932745
57,19034,1,1170158486
57,18340,1,1179655321
57,21621,1,1172618093
57,18421,1,1208517323
57,16572,1,1138220674
57,21770,1,1170458491
57,19010,1,1177824957
57,16572,1,1143779439
57,17596,1,1198971783
57,16688,1,1138566853
57,16572,1,1172088954
57,18340,1,1176734846
57,17611,1,1199936856
57,18066,1,1183876858
57,17076,1,1182616858
57,16571,1,1182617220
57,16572,1,1182616772
57,16573,1,1183426269
57,21014,1,1180038531
57,18340,1,1180130468
57,16688,1,1137345035
57,18066,1,1215365765
57,21233,1,1137192692
57,16573,1,1147450170
57,21919,1,1163796992
57,19355,1,1166212247
57,16573,1,1182779625
57,16571,1,1179009776
57,16573,1,1179009768
57,21919,1,1151964738
57,16688,1,1185471170
57,19119,1,1197329421
57,19010,1,1151964779
57,19355,1,1151965433
57,21934,1,1151968417
57,17076,1,1151964844
57,21951,1,1151968002
57,23350,1,1151968132
57,16570,1,1151967838
57,16571,1,1151968868
57,16572,1,1151966681
57,21667,1,1185471413
57,16573,1,1151968901
57,18340,1,1179464050
57,17611,1,1198453526
57,20647,1,1215468805
57,19029,1,1179881013
57,18421,1,1218335348
57,18457,1,1213750622
57,19034,1,1218335367
57,18066,1,1220139606
57,20647,1,1219295455
57,17596,1,1218335385
57,17611,1,1220847649
57,23445,1,1230903735
57,17596,1,1207671579
57,18457,1,1181956152
57,19119,1,1137317173
57,17076,1,1137315575
57,16572,1,1137317222
57,21770,1,1137318661
57,16573,1,1137317068
57,19119,1,1137600120
57,16573,1,1154713919
57,16573,1,1159734745
57,18340,1,1177332609
57,16573,1,1213827676
57,18066,1,1182875062
57,16573,1,1229754120
57,17076,1,1156990378
57,18340,1,1183326915
57,18066,1,1183326875
57,16573,1,1230707757
57,18457,1,1210536477
57,18066,1,1210536509
57,21949,1,1149148002
57,16688,1,1160048830
57,18457,1,1185925353
57,18066,1,1185949336
57,18457,1,1186267040
57,18457,1,1186669973
57,21919,1,1166779388
57,16688,1,1166817585
57,19119,1,1166817559
57,19010,1,1166778641
57,19355,1,1166778985
57,24082,1,1166780856
57,21934,1,1166779714
57,17076,1,1166778976
57,21949,1,1166781378
57,23205,1,1166779708
57,21951,1,1166817542
57,23208,1,1166817633
57,21131,1,1166817546
57,21014,1,1166817637
57,18421,1,1166781584
57,23210,1,1150295321
57,21132,1,1166817551
57,16570,1,1166780096
57,22733,1,1166780221
57,16571,1,1166780111
57,16572,1,1166779143
57,21770,1,1166780582
57,19034,1,1166780520
57,16573,1,1166778567
57,20546,1,1150295308
57,16577,1,1166779831
57,19010,1,1223752856
57,21951,1,1223752445
57,16570,1,1223752936
57,18340,1,1187574176
57,16572,1,1187629940
57,16586,1,1187923003
58,16574,1,1165554764
58,18585,1,1167549132
58,18810,1,1174938328
58,16729,1,1219856428
58,18801,1,1140570856
58,16574,1,1196202063
58,20057,1,1159677653
58,16574,1,1154543038
58,16574,1,1190580851
58,16574,1,1165346613
58,20859,1,1165346620
58,18810,1,1221531420
58,16655,1,1206603356
58,20859,1,1213752212
58,16775,1,1230254836
58,17821,1,1230255044
58,17234,1,1230254955
58,16574,1,1160007424
58,16574,1,1154141043
59,16575,1,1206627378
59,18316,1,1163219591
59,22717,1,1225232911
59,18316,1,1219633012
59,20999,1,1151965233
59,23375,1,1152034907
59,16575,1,1151967102
59,20546,1,1219632969
59,22717,1,1224716482
59,18053,1,1219633101
59,20999,1,1138999114
59,16575,1,1138999115
59,20546,1,1139001593
59,20999,1,1159813836
59,18316,1,1166778669
59,20999,1,1166779906
59,23375,1,1166779140
59,16575,1,1166778671
59,20546,1,1150295308
60,16576,1,1165555218
60,16576,1,1215514797
60,16903,1,1162632946
60,16576,1,1188751646
60,16576,1,1216146390
60,16576,1,1216105637
60,17574,1,1216312114
60,18745,1,1146746925
60,16576,1,1165923675
60,18805,1,1140403745
60,16661,1,1140403419
60,18666,1,1215863584
60,18805,1,1137821408
60,17395,1,1137821388
60,17681,1,1218839431
60,18459,1,1217697076
60,17695,1,1212944127
60,20472,1,1216566681
60,20490,1,1216565725
60,20536,1,1221503319
60,20552,1,1226696221
60,17600,1,1219259107
60,17641,1,1221067862
60,18951,1,1219865859
60,18353,1,1142428094
60,18536,1,1148006353
60,18745,1,1149387229
60,18246,1,1180827232
60,17526,1,1142824809
60,17047,1,1167419560
60,18198,1,1167419572
60,17231,1,1167419541
60,17395,1,1167419545
60,20059,1,1180053761
60,17526,1,1179204744
60,17537,1,1176512994
60,16576,1,1139272714
60,17541,1,1151551606
60,18805,1,1221227649
60,17707,1,1221228133
60,16661,1,1221227881
60,17728,1,1221227639
60,19403,1,1221227735
60,21290,1,1221228194
60,17047,1,1221227106
60,18198,1,1221227417
60,17231,1,1221226896
60,17339,1,1221227819
60,17395,1,1221227120
60,18227,1,1221226782
60,17537,1,1221226977
60,20631,1,1221484697
60,17682,1,1145450002
60,18790,1,1145450475
60,17137,1,1145450432
60,18198,1,1145441041
60,17395,1,1145424662
60,18978,1,1145642507
60,18745,1,1145641940
60,17526,1,1145437039
60,17526,1,1168834783
60,17526,1,1144706359
60,16576,1,1222371003
60,19358,1,1196201505
60,17339,1,1198947140
60,17541,1,1152889866
60,18198,1,1223304734
60,18805,1,1168638706
60,17707,1,1162441235
60,21290,1,1199570811
60,17047,1,1144430620
60,18198,1,1164479166
60,17231,1,1144430541
60,17395,1,1144430654
60,18227,1,1152291075
60,18238,1,1152685184
60,17526,1,1176639783
60,17574,1,1189641088
60,18666,1,1223430286
60,17641,1,1223430146
60,18246,1,1181493386
60,16631,1,1199227303
60,17574,1,1181240113
60,17231,1,1143949269
60,18443,1,1225281261
60,17047,1,1225281197
60,17162,1,1225281284
60,17395,1,1225281179
60,18536,1,1225281145
60,18978,1,1225282065
60,17537,1,1225281228
60,17574,1,1225281111
60,17641,1,1225282331
60,16903,1,1144611278
60,18805,1,1146557170
60,17707,1,1146557181
60,16661,1,1146557151
60,17682,1,1146557104
60,17728,1,1146557317
60,22706,1,1146557184
60,18443,1,1148337293
60,16903,1,1146557128
60,18622,1,1147206546
60,19403,1,1147206562
60,18937,1,1147206582
60,17047,1,1146557141
60,18790,1,1146557107
60,17162,1,1148336872
60,18198,1,1146557116
60,20815,1,1146557221
60,18353,1,1146557070
60,17231,1,1146557082
60,17242,1,1147000092
60,17695,1,1146557422
60,17339,1,1146557349
60,17395,1,1146557074
60,18227,1,1146999544
60,16576,1,1146557158
60,18238,1,1146557047
60,20059,1,1146557195
60,18745,1,1146557290
60,17537,1,1148893663
60,17541,1,1154015704
60,17762,1,1178566866
60,17574,1,1178566936
60,17526,1,1144953253
60,17526,1,1145561614
60,19024,1,1201196824
60,16576,1,1146482607
60,17526,1,1146482366
60,17526,1,1146769402
60,19358,1,1161354471
60,17767,1,1209436702
60,20631,1,1209435219
60,17047,1,1157858459
60,17231,1,1157858471
60,17526,1,1146808980
60,17537,1,1157858446
60,18805,1,1147409040
60,16661,1,1147449706
60,16903,1,1147409274
60,17231,1,1147412440
60,17395,1,1147412542
60,16576,1,1147412489
60,17526,1,1147449668
60,16556,1,1154632000
60,21919,1,1154632041
60,21698,1,1154632017
60,22789,1,1154632021
60,18536,1,1221344119
60,17339,1,1148805316
60,16576,1,1204409057
60,17526,1,1204408682
60,22706,1,1137640229
60,18343,1,1149449050
60,20044,1,1149449057
60,21290,1,1149448823
60,20715,1,1149448913
60,19024,1,1149448915
60,16661,1,1226116110
60,17395,1,1150853635
60,18978,1,1161530018
60,18238,1,1161533254
60,18198,1,1151025855
60,17231,1,1151025859
60,17395,1,1151025764
60,16576,1,1151025824
60,18238,1,1151025814
60,17537,1,1151025880
60,16661,1,1210639945
60,18805,1,1151687696
60,16903,1,1151608018
60,17541,1,1152062959
60,17541,1,1152203580
60,18198,1,1228122387
60,17526,1,1228122050
60,17641,1,1228122227
60,18951,1,1228122258
60,17692,1,1161647321
60,21207,1,1161645715
60,18805,1,1153362268
60,16661,1,1152733295
60,17162,1,1218506340
60,18198,1,1213750718
60,17242,1,1217597809
60,17574,1,1213752268
60,18666,1,1230621968
60,17541,1,1153848861
60,17767,1,1227622771
60,16903,1,1153650480
60,16661,1,1180629772
60,17047,1,1180630169
60,18198,1,1180630135
60,17526,1,1154271525
60,20734,1,1154127215
60,16576,1,1154125977
60,18238,1,1207602593
60,17526,1,1156174911
60,17231,1,1137500333
60,17047,1,1209562010
60,17231,1,1209586097
60,16576,1,1209562117
60,18238,1,1209562208
60,17526,1,1209562074
60,17707,1,1137204453
60,17526,1,1142869518
60,17541,1,1152097344
60,17574,1,1178930433
60,17682,1,1157816076
60,17231,1,1158238931
60,17526,1,1149017128
60,17707,1,1161030088
60,20734,1,1159533930
60,20734,1,1149146441
60,16661,1,1149146221
60,20218,1,1149148170
60,17242,1,1149147296
60,18459,1,1149147844
60,18805,1,1160050336
60,16661,1,1160050246
60,17728,1,1160050349
60,16903,1,1160050325
60,17047,1,1160050256
60,18198,1,1160050221
60,18353,1,1160050357
60,17231,1,1160050186
60,17339,1,1160050281
60,17395,1,1160050174
60,18536,1,1160050386
60,18238,1,1160050146
60,20059,1,1160050368
60,17537,1,1160050273
60,18198,1,1151067458
60,17728,1,1186684119
60,17537,1,1186691560
60,18353,1,1186803828
60,19582,1,1187036052
60,16631,1,1166779612
60,21290,1,1166779616
60,17231,1,1166781792
60,16576,1,1166781058
60,18805,1,1161199071
60,17707,1,1161199550
60,17395,1,1161198729
60,16576,1,1161197639
60,17541,1,1161199907
60,16576,1,1144866454
60,17526,1,1144864913
60,18353,1,1187401497
60,17728,1,1187459915
60,17137,1,1161794922
60,18805,1,1161289723
60,16661,1,1161289798
60,18198,1,1161289823
60,16576,1,1187574178
60,17682,1,1147086379
60,17047,1,1147086435
60,17137,1,1147086395
60,20815,1,1147086480
60,17231,1,1147086426
60,17339,1,1147086418
60,17395,1,1147086474
60,16576,1,1147086369
60,18745,1,1147086443
60,17526,1,1147086339
60,17728,1,1188178338
60,18459,1,1137175498
60,18978,1,1137175455
60,20059,1,1137175462
60,18470,1,1137175440
60,18951,1,1220854102
60,17526,1,1188330962
61,16578,1,1180487989
61,17767,1,1189506000
61,16699,1,1207390528
61,18936,1,1205247789
61,18451,1,1224424462
61,17415,1,1188991733
61,23287,1,1172050116
61,16578,1,1147925577
61,16584,1,1179775201
61,17767,1,1182107227
62,16578,1,1180487996
62,16548,1,1196514172
62,17394,1,1196514198
62,16539,1,1188884784
62,16539,1,1189334251
62,16578,1,1163444074
62,16539,1,1189479003
62,17829,1,1189478820
62,16578,1,1167696423
62,16578,1,1152638781
62,16539,1,1140302283
62,19160,1,1186182527
62,16578,1,1166779667
62,16539,1,1187431460
62,16548,1,1206662774
63,16579,1,1184166348
63,17825,1,1165433351
63,19373,1,1165431710
63,19515,1,1165433387
63,20671,1,1223726364
63,16763,1,1221226183
63,18577,1,1221226191
63,16807,1,1221226303
63,16912,1,1221227231
63,17189,1,1221228145
