# index, _pos
4349,"array([13.12318393,  7.46005426])"
4350,"array([13.11855063,  7.46160026])"
4351,"array([13.12008214,  7.46033832])"
4352,"array([13.11856354,  7.46169369])"
4353,"array([13.11825119,  7.46106142])"
4354,"array([13.1182637,  7.4605325])"
4355,"array([13.11864904,  7.4616489 ])"
4356,"array([13.11827075,  7.46116524])"
4357,"array([13.11778158,  7.45602292])"
4358,"array([13.11764858,  7.45622566])"
4359,"array([13.1175116,  7.4564557])"
4360,"array([13.12182297,  7.45793534])"
4361,"array([13.12180972,  7.458257  ])"
4362,"array([13.12780723,  7.45747547])"
4363,"array([13.12316148,  7.45742459])"
4364,"array([13.12339014,  7.45559666])"
4365,"array([13.12368895,  7.45431388])"
4366,"array([13.12506717,  7.4600935 ])"
4367,"array([13.12498873,  7.45438865])"
4368,"array([13.11764033,  7.4605505 ])"
4369,"array([13.12197504,  7.45943831])"
4370,"array([13.12508822,  7.45986624])"
4371,"array([13.12515546,  7.46263442])"
4372,"array([13.1216063 ,  7.45757119])"
4373,"array([13.1244897 ,  7.45915348])"
4374,"array([13.12788841,  7.45842654])"
4375,"array([13.12403677,  7.46086573])"
4376,"array([13.12455674,  7.45979278])"
4377,"array([13.12505364,  7.45872783])"
4378,"array([13.11905336,  7.45531235])"
4379,"array([13.11904659,  7.45540934])"
4380,"array([13.12376809,  7.45650754])"
4381,"array([13.12131219,  7.45529534])"
4382,"array([13.12309471,  7.45726083])"
4383,"array([13.11913946,  7.4552273 ])"
4384,"array([13.12422066,  7.45820705])"
4385,"array([13.11945119,  7.45505579])"
4386,"array([13.12170139,  7.4572286 ])"
4387,"array([13.11924275,  7.45517962])"
4388,"array([13.12121837,  7.45599733])"
4389,"array([13.12101382,  7.45643327])"
4390,"array([13.12239318,  7.45972394])"
4391,"array([13.12230642,  7.45562596])"
4392,"array([13.12254872,  7.45841789])"
4393,"array([13.1200025 ,  7.45973554])"
4394,"array([13.130538  ,  7.46029506])"
4395,"array([13.12741881,  7.45860033])"
4396,"array([13.12428901,  7.45906732])"
4397,"array([13.13041619,  7.4603403 ])"
4398,"array([13.13033915,  7.46070202])"
4399,"array([13.13045505,  7.46022274])"
4400,"array([13.11875796,  7.46535457])"
4401,"array([13.12657068,  7.45703609])"
4402,"array([13.12709072,  7.46001396])"
4403,"array([13.12998149,  7.45596862])"
4404,"array([13.12989175,  7.45588856])"
4405,"array([13.13025063,  7.4564603 ])"
4406,"array([13.12866526,  7.45981746])"
4407,"array([13.12539069,  7.45884419])"
4408,"array([13.13005094,  7.45620007])"
4409,"array([13.12998628,  7.4560917 ])"
4410,"array([13.12488312,  7.45910612])"
4411,"array([13.12485944,  7.45664152])"
4412,"array([13.12713645,  7.45392482])"
4413,"array([13.12719882,  7.45403885])"
4414,"array([13.12549633,  7.45965779])"
4415,"array([13.12707962,  7.45402946])"
4416,"array([13.1228067 ,  7.45672454])"
4417,"array([13.12628743,  7.45494479])"
4418,"array([13.12679897,  7.45473571])"
4419,"array([13.12374552,  7.4553987 ])"
4420,"array([13.12260141,  7.4606325 ])"
4421,"array([13.12214913,  7.45838555])"
4422,"array([13.12386181,  7.45831591])"
4423,"array([13.12629972,  7.45626895])"
4424,"array([13.12662397,  7.45950537])"
4425,"array([13.12498634,  7.45623964])"
4426,"array([13.12317607,  7.46077061])"
4427,"array([13.12783058,  7.45762085])"
4428,"array([13.12697508,  7.46061012])"
4429,"array([13.12700362,  7.46131103])"
4430,"array([13.12821109,  7.45842306])"
4431,"array([13.12287108,  7.4568873 ])"
4432,"array([13.11831101,  7.45921904])"
4433,"array([13.12312081,  7.45836239])"
4434,"array([13.11997098,  7.45831529])"
4435,"array([13.11904627,  7.45827026])"
4436,"array([13.12341484,  7.45551589])"
4437,"array([13.12067915,  7.45557861])"
4438,"array([13.12371927,  7.45748517])"
4439,"array([13.12457155,  7.45989247])"
4440,"array([13.12285353,  7.45873224])"
4441,"array([13.12337037,  7.4571146 ])"
4442,"array([13.12221255,  7.45574989])"
4443,"array([13.12373726,  7.45697661])"
4444,"array([13.12547485,  7.45577045])"
4445,"array([13.12428371,  7.45671688])"
4446,"array([13.12358027,  7.45491395])"
4447,"array([13.12278893,  7.4558692 ])"
4448,"array([13.12242908,  7.45747831])"
4449,"array([13.12072443,  7.45792887])"
4450,"array([13.12329015,  7.45835015])"
4451,"array([13.12249166,  7.4553912 ])"
4452,"array([13.12010432,  7.45633362])"
4453,"array([13.12127482,  7.4565628 ])"
4454,"array([13.12059083,  7.46063412])"
4455,"array([13.12356467,  7.45647561])"
4456,"array([13.12874317,  7.45465325])"
4457,"array([13.12740211,  7.45794823])"
4458,"array([13.12888245,  7.45465749])"
4459,"array([13.12890926,  7.45487563])"
4460,"array([13.12861803,  7.45460196])"
4461,"array([13.12421759,  7.45610271])"
4462,"array([13.12896386,  7.45475341])"
4463,"array([13.12882885,  7.45475783])"
4464,"array([13.12745394,  7.45639388])"
4465,"array([13.12870253,  7.45450991])"
4466,"array([13.12857145,  7.45448649])"
4467,"array([13.12612276,  7.45589842])"
4468,"array([13.12393951,  7.45433221])"
4469,"array([13.12257667,  7.45350767])"
4470,"array([13.12301708,  7.45344985])"
4471,"array([13.12465665,  7.45904098])"
4472,"array([13.12320997,  7.45354659])"
4473,"array([13.12392006,  7.45785827])"
4474,"array([13.12419094,  7.45581214])"
4475,"array([13.12279858,  7.45351092])"
4476,"array([13.12270566,  7.45343205])"
4477,"array([13.12299388,  7.4536413 ])"
4478,"array([13.12266843,  7.45362158])"
4479,"array([13.12389052,  7.45936515])"
4480,"array([13.1223581 ,  7.45361066])"
4481,"array([13.12434016,  7.46043383])"
4482,"array([13.12281779,  7.45339231])"
4483,"array([13.12475773,  7.45971487])"
4484,"array([13.12054499,  7.45774065])"
4485,"array([13.12551799,  7.45932766])"
4486,"array([13.12364923,  7.45423256])"
4487,"array([13.12422844,  7.45854056])"
4488,"array([13.12516569,  7.45667132])"
4489,"array([13.12593089,  7.45408944])"
4490,"array([13.12750437,  7.45676055])"
4491,"array([13.12605337,  7.45791442])"
4492,"array([13.1270467 ,  7.46108495])"
4493,"array([13.12747442,  7.46108995])"
4494,"array([13.12586663,  7.45313358])"
4495,"array([13.12497364,  7.45522502])"
4496,"array([13.12565483,  7.45303486])"
4497,"array([13.12410937,  7.4555122 ])"
4498,"array([13.12532031,  7.45824297])"
4499,"array([13.12407955,  7.45680887])"
4500,"array([13.12599161,  7.45316166])"
4501,"array([13.12420139,  7.45526395])"
4502,"array([13.12399866,  7.45875333])"
4503,"array([13.12854755,  7.45516868])"
4504,"array([13.12681602,  7.45624119])"
4505,"array([13.12865277,  7.45521276])"
4506,"array([13.12121033,  7.45659918])"
4507,"array([13.12232564,  7.45987882])"
4508,"array([13.12118138,  7.4549391 ])"
4509,"array([13.12168786,  7.4575253 ])"
4510,"array([13.12315779,  7.46118023])"
4511,"array([13.12165481,  7.46073928])"
4512,"array([13.12560105,  7.45489382])"
4513,"array([13.12326557,  7.4610736 ])"
4514,"array([13.12133544,  7.46402435])"
4515,"array([13.12292512,  7.45831257])"
4516,"array([13.12201894,  7.45813411])"
4517,"array([13.12636472,  7.45865684])"
4518,"array([13.12328153,  7.45616826])"
4519,"array([13.11703227,  7.45997164])"
4520,"array([13.12103726,  7.45780678])"
4521,"array([13.12075544,  7.45828599])"
4522,"array([13.12255208,  7.46083133])"
4523,"array([13.12412697,  7.45816379])"
4524,"array([13.12091233,  7.45952894])"
4525,"array([13.12355783,  7.4602737 ])"
4526,"array([13.12037912,  7.46152581])"
4527,"array([13.12019812,  7.459382  ])"
4528,"array([13.12060122,  7.46139816])"
4529,"array([13.12087331,  7.46066164])"
4530,"array([13.12521867,  7.45793317])"
4531,"array([13.12645245,  7.45586832])"
4532,"array([13.12076506,  7.46324568])"
4533,"array([13.11842157,  7.46284253])"
4534,"array([13.1185987 ,  7.46295428])"
4535,"array([13.12219346,  7.45182252])"
4536,"array([13.12163516,  7.45906709])"
4537,"array([13.12477221,  7.45596263])"
4538,"array([13.12402989,  7.45705268])"
4539,"array([13.12308908,  7.45370484])"
4540,"array([13.12551527,  7.45749487])"
4541,"array([13.12287483,  7.45369919])"
4542,"array([13.12394746,  7.45493261])"
4543,"array([13.12314689,  7.45554487])"
4544,"array([13.12366056,  7.45349628])"
4545,"array([13.12302862,  7.45495572])"
4546,"array([13.12278117,  7.45544227])"
4547,"array([13.12209039,  7.45562726])"
4548,"array([13.12381504,  7.46010053])"
4549,"array([13.12235335,  7.45374683])"
4550,"array([13.11724081,  7.45915998])"
4551,"array([13.11740433,  7.45873609])"
4552,"array([13.12049175,  7.45893677])"
4553,"array([13.12164346,  7.45777767])"
4554,"array([13.11740512,  7.45885388])"
4555,"array([13.11729473,  7.45882185])"
4556,"array([13.11725708,  7.45926487])"
4557,"array([13.11723221,  7.45891667])"
4558,"array([13.12092167,  7.45577262])"
4559,"array([13.12300129,  7.45596378])"
4560,"array([13.12412087,  7.45282644])"
4561,"array([13.12445636,  7.45403121])"
4562,"array([13.12394693,  7.45296134])"
4563,"array([13.12390351,  7.45389489])"
4564,"array([13.12406404,  7.45388353])"
4565,"array([13.12587882,  7.45388842])"
4566,"array([13.12599792,  7.45550666])"
4567,"array([13.12436395,  7.45383826])"
4568,"array([13.12404913,  7.4601125 ])"
4569,"array([13.12986508,  7.45617344])"
4570,"array([13.12999917,  7.45639169])"
4571,"array([13.12973464,  7.45614788])"
4572,"array([13.12441065,  7.45800056])"
4573,"array([13.12262725,  7.45682536])"
4574,"array([13.12822195,  7.45711609])"
4575,"array([13.12459228,  7.45949015])"
4576,"array([13.1207051 ,  7.45944372])"
4577,"array([13.11873611,  7.45970699])"
4578,"array([13.11875827,  7.45960882])"
4579,"array([13.12295861,  7.45676099])"
4580,"array([13.12230164,  7.46430015])"
4581,"array([13.12268954,  7.45990991])"
4582,"array([13.12837803,  7.46041839])"
4583,"array([13.12785278,  7.46115261])"
4584,"array([13.12821606,  7.45835115])"
4585,"array([13.1251302 ,  7.45897483])"
4586,"array([13.12382211,  7.45790044])"
4587,"array([13.12357721,  7.45580807])"
4588,"array([13.12358468,  7.45628292])"
4589,"array([13.11818252,  7.45814578])"
4590,"array([13.12228113,  7.45593202])"
4591,"array([13.12329393,  7.46023774])"
4592,"array([13.12325385,  7.45665644])"
4593,"array([13.12324198,  7.45481335])"
4594,"array([13.122211  ,  7.45635305])"
4595,"array([13.12353141,  7.45587251])"
4596,"array([13.12514217,  7.46228587])"
4597,"array([13.1255761 ,  7.45644803])"
4598,"array([13.12392716,  7.45859065])"
4599,"array([13.12083966,  7.45674745])"
4600,"array([13.12000222,  7.45928959])"
4601,"array([13.11854503,  7.45743908])"
4602,"array([13.11977274,  7.45888929])"
4603,"array([13.12062717,  7.45960795])"
4604,"array([13.12579409,  7.45402032])"
4605,"array([13.12562589,  7.45399674])"
4606,"array([13.12266788,  7.45970539])"
4607,"array([13.12544098,  7.45507013])"
4608,"array([13.12173436,  7.4579203 ])"
4609,"array([13.12527439,  7.46044075])"
4610,"array([13.12653843,  7.45566196])"
4611,"array([13.12515085,  7.45521617])"
4612,"array([13.12474691,  7.4571153 ])"
4613,"array([13.12812749,  7.45677256])"
4614,"array([13.12694409,  7.4582501 ])"
4615,"array([13.12458912,  7.45171449])"
4616,"array([13.12448611,  7.45185523])"
4617,"array([13.1227428 ,  7.45643556])"
4618,"array([13.12733426,  7.45749185])"
4619,"array([13.12685421,  7.45772227])"
4620,"array([13.12651742,  7.45413241])"
4621,"array([13.12610183,  7.45390048])"
4622,"array([13.12635011,  7.45401462])"
4623,"array([13.12380025,  7.45783417])"
4624,"array([13.12642624,  7.4582001 ])"
4625,"array([13.12390922,  7.4596521 ])"
4626,"array([13.12604297,  7.45406651])"
4627,"array([13.1248994 ,  7.45541369])"
4628,"array([13.12600337,  7.45395133])"
4629,"array([13.12598887,  7.45892013])"
4630,"array([13.12401098,  7.45477759])"
4631,"array([13.12758172,  7.45759207])"
4632,"array([13.12641484,  7.45408821])"
4633,"array([13.12691961,  7.45722091])"
4634,"array([13.13028806,  7.45815616])"
4635,"array([13.13039274,  7.45819569])"
4636,"array([13.12443182,  7.45302548])"
4637,"array([13.12463233,  7.46028315])"
4638,"array([13.1196542 ,  7.45678892])"
4639,"array([13.12104887,  7.45764353])"
4640,"array([13.12752663,  7.45564384])"
4641,"array([13.12715473,  7.45533453])"
4642,"array([13.12551517,  7.45639854])"
4643,"array([13.12728498,  7.45546792])"
4644,"array([13.12391762,  7.45571446])"
4645,"array([13.12080756,  7.45895058])"
4646,"array([13.12504237,  7.45516905])"
4647,"array([13.11894121,  7.46219656])"
4648,"array([13.12135974,  7.45717814])"
4649,"array([13.123086  ,  7.45607526])"
4650,"array([13.11698238,  7.45775868])"
4651,"array([13.11681727,  7.45745497])"
4652,"array([13.12504646,  7.45739916])"
4653,"array([13.12492587,  7.45425453])"
4654,"array([13.12406805,  7.45490074])"
4655,"array([13.12357432,  7.45074621])"
4656,"array([13.12310697,  7.4525326 ])"
4657,"array([13.12298675,  7.4525478 ])"
4658,"array([13.12284748,  7.45260764])"
4659,"array([13.11977126,  7.45935856])"
4660,"array([13.1186413 ,  7.46036487])"
4661,"array([13.1214862 ,  7.46706197])"
4662,"array([13.12095702,  7.46265571])"
4663,"array([13.12075614,  7.46183349])"
4664,"array([13.12117022,  7.4582858 ])"
4665,"array([13.12295089,  7.45491912])"
4666,"array([13.12017992,  7.45850467])"
4667,"array([13.12441965,  7.45754574])"
4668,"array([13.12827596,  7.45409607])"
4669,"array([13.12856605,  7.45431397])"
4670,"array([13.12820893,  7.45393266])"
4671,"array([13.12425897,  7.45758679])"
4672,"array([13.12838273,  7.45413098])"
4673,"array([13.12834242,  7.45398117])"
4674,"array([13.12848893,  7.4540598 ])"
4675,"array([13.12867453,  7.45423344])"
4676,"array([13.12856323,  7.45416967])"
4677,"array([13.12721638,  7.45825966])"
4678,"array([13.12844356,  7.45424914])"
4679,"array([13.12608681,  7.45539915])"
4680,"array([13.12767191,  7.45807297])"
4681,"array([13.12519794,  7.45302673])"
4682,"array([13.12558156,  7.4593029 ])"
4683,"array([13.12498431,  7.45302217])"
4684,"array([13.12552836,  7.45311896])"
4685,"array([13.12511062,  7.45295582])"
4686,"array([13.12195021,  7.45705798])"
4687,"array([13.12012934,  7.45698238])"
4688,"array([13.11829244,  7.45429126])"
4689,"array([13.11819718,  7.45457199])"
4690,"array([13.11841974,  7.45417284])"
4691,"array([13.11817562,  7.45442629])"
4692,"array([13.11808163,  7.45465251])"
4693,"array([13.11855678,  7.45416041])"
4694,"array([13.11861102,  7.45683996])"
4695,"array([13.11832944,  7.45444376])"
4696,"array([13.11845426,  7.45431855])"
4697,"array([13.12478426,  7.45130444])"
4698,"array([13.12495674,  7.45129917])"
4699,"array([13.1247106 ,  7.45651725])"
4700,"array([13.12510438,  7.45138294])"
4701,"array([13.11979329,  7.45550248])"
4702,"array([13.12077311,  7.4559042 ])"
4703,"array([13.12227695,  7.45948776])"
4704,"array([13.11932761,  7.45590479])"
4705,"array([13.11963748,  7.45554012])"
4706,"array([13.12383489,  7.45627154])"
4707,"array([13.12181511,  7.4541695 ])"
4708,"array([13.12572306,  7.45453241])"
4709,"array([13.12526466,  7.4561743 ])"
4710,"array([13.12090571,  7.4567199 ])"
4711,"array([13.12419136,  7.45498618])"
4712,"array([13.12325685,  7.45375707])"
4713,"array([13.12381312,  7.45487692])"
4714,"array([13.12339604,  7.45486808])"
4715,"array([13.12243661,  7.45609707])"
4716,"array([13.12426393,  7.4527285 ])"
4717,"array([13.12440465,  7.45274756])"
4718,"array([13.12462583,  7.45555437])"
4719,"array([13.1241363 ,  7.45270277])"
4720,"array([13.1239095 ,  7.45449493])"
4721,"array([13.12135986,  7.45856897])"
4722,"array([13.12264213,  7.45705789])"
4723,"array([13.12297702,  7.45458828])"
4724,"array([13.12611952,  7.45992149])"
4725,"array([13.12535091,  7.45843442])"
4726,"array([13.12248302,  7.45624461])"
4727,"array([13.12132222,  7.45727487])"
4728,"array([13.12519919,  7.45832923])"
4729,"array([13.12536119,  7.45377951])"
4730,"array([13.12659436,  7.45798096])"
4731,"array([13.1250356 ,  7.45390946])"
4732,"array([13.12260562,  7.45750861])"
4733,"array([13.12528288,  7.45371124])"
4734,"array([13.12508169,  7.45494562])"
4735,"array([13.1211258 ,  7.45762395])"
4736,"array([13.11993967,  7.46675176])"
4737,"array([13.1201027,  7.4618508])"
4738,"array([13.12107795,  7.4590239 ])"
4739,"array([13.12301717,  7.45841369])"
4740,"array([13.12493633,  7.45588199])"
4741,"array([13.13002421,  7.46431329])"
4742,"array([13.12848068,  7.46356789])"
4743,"array([13.13000474,  7.46416489])"
4744,"array([13.12653657,  7.45791468])"
4745,"array([13.12451157,  7.45763885])"
4746,"array([13.12532383,  7.4536178 ])"
4747,"array([13.12728394,  7.45829932])"
4748,"array([13.12281801,  7.45664633])"
4749,"array([13.12713525,  7.45718901])"
4750,"array([13.12578986,  7.46194382])"
4751,"array([13.12177487,  7.45928416])"
4752,"array([13.12406287,  7.46001399])"
4753,"array([13.12375653,  7.45887664])"
4754,"array([13.12216891,  7.45714627])"
4755,"array([13.1213486 ,  7.46339442])"
4756,"array([13.12570503,  7.45982172])"
4757,"array([13.12468647,  7.45861997])"
4758,"array([13.12285547,  7.4641278 ])"
4759,"array([13.1236653 ,  7.46123545])"
4760,"array([13.12805693,  7.46362163])"
4761,"array([13.12788153,  7.46358641])"
4762,"array([13.12969537,  7.46024975])"
4763,"array([13.12426511,  7.45786711])"
4764,"array([13.12966371,  7.45988426])"
4765,"array([13.11944647,  7.45882263])"
4766,"array([13.12622298,  7.4573062 ])"
4767,"array([13.12380681,  7.46034757])"
4768,"array([13.12688112,  7.45758913])"
4769,"array([13.12593353,  7.45570436])"
4770,"array([13.11867034,  7.45751752])"
4771,"array([13.12227419,  7.46057438])"
4772,"array([13.12376304,  7.45912434])"
4773,"array([13.12520075,  7.45393953])"
4774,"array([13.12529509,  7.45399346])"
4775,"array([13.12167187,  7.45760168])"
4776,"array([13.12362658,  7.45763882])"
4777,"array([13.12186283,  7.45878657])"
4778,"array([13.12468608,  7.45839198])"
4779,"array([13.1225785 ,  7.45675719])"
4780,"array([13.12219148,  7.45658737])"
4781,"array([13.12250697,  7.45586372])"
4782,"array([13.12309589,  7.45688577])"
4783,"array([13.12486188,  7.45710957])"
4784,"array([13.12236418,  7.45655381])"
4785,"array([13.12136852,  7.45691254])"
4786,"array([13.12387049,  7.45537817])"
4787,"array([13.12593004,  7.45449524])"
4788,"array([13.12337865,  7.45433817])"
4789,"array([13.12330821,  7.45307342])"
4790,"array([13.1262308 ,  7.45704708])"
4791,"array([13.12297465,  7.45413831])"
4792,"array([13.12626972,  7.45585412])"
4793,"array([13.11831517,  7.4571159 ])"
4794,"array([13.11959739,  7.45762393])"
4795,"array([13.11852368,  7.45660537])"
4796,"array([13.11848916,  7.45675156])"
4797,"array([13.1188144,  7.4563022])"
4798,"array([13.1219299 ,  7.45189217])"
4799,"array([13.11446515,  7.45867048])"
4800,"array([13.12849325,  7.45474393])"
4801,"array([13.12701004,  7.45598611])"
4802,"array([13.12855822,  7.45484415])"
4803,"array([13.12860877,  7.45473132])"
4804,"array([13.12724606,  7.45607187])"
4805,"array([13.12867184,  7.45403476])"
4806,"array([13.12008891,  7.46117652])"
4807,"array([13.12380526,  7.46029252])"
4808,"array([13.11905432,  7.45859898])"
4809,"array([13.11947782,  7.45948298])"
4810,"array([13.12278784,  7.4576279 ])"
4811,"array([13.1240167 ,  7.45425683])"
4812,"array([13.1242648 ,  7.45601807])"
4813,"array([13.12141586,  7.4566367 ])"
4814,"array([13.12047379,  7.45744606])"
4815,"array([13.12140905,  7.45528136])"
4816,"array([13.12415756,  7.45981115])"
4817,"array([13.12312039,  7.46027475])"
4818,"array([13.1227741,  7.4561431])"
4819,"array([13.12115357,  7.45770648])"
4820,"array([13.12306123,  7.46110214])"
4821,"array([13.12550333,  7.45946879])"
4822,"array([13.12166999,  7.4558274 ])"
4823,"array([13.12144564,  7.45397128])"
4824,"array([13.12203559,  7.45891634])"
4825,"array([13.12268807,  7.4557143 ])"
4826,"array([13.1204134 ,  7.45596535])"
4827,"array([13.12035046,  7.45589719])"
4828,"array([13.12441512,  7.45933856])"
4829,"array([13.12044832,  7.45936299])"
4830,"array([13.12072119,  7.4566346 ])"
4831,"array([13.12133135,  7.45614218])"
4832,"array([13.12192933,  7.45378515])"
4833,"array([13.12244164,  7.453718  ])"
4834,"array([13.12488676,  7.45287938])"
4835,"array([13.12470051,  7.45285621])"
4836,"array([13.12141818,  7.45638931])"
4837,"array([13.12429999,  7.45469319])"
4838,"array([13.12651146,  7.45379468])"
4839,"array([13.12617489,  7.45360633])"
4840,"array([13.12371337,  7.45481142])"
4841,"array([13.12566703,  7.45517976])"
4842,"array([13.12679789,  7.45583354])"
4843,"array([13.12706829,  7.45802818])"
4844,"array([13.12599415,  7.45369269])"
4845,"array([13.12719773,  7.45793783])"
4846,"array([13.12243986,  7.45674475])"
4847,"array([13.12621213,  7.45371328])"
4848,"array([13.12515769,  7.45546649])"
4849,"array([13.11842707,  7.45775629])"
4850,"array([13.12343842,  7.46084113])"
4851,"array([13.11778652,  7.45982797])"
4852,"array([13.11591642,  7.4590097 ])"
4853,"array([13.11586357,  7.45926003])"
4854,"array([13.11584266,  7.45888298])"
4855,"array([13.11802007,  7.45679691])"
4856,"array([13.1203178 ,  7.46054303])"
4857,"array([13.12629523,  7.45758346])"
4858,"array([13.12403879,  7.4603291 ])"
4859,"array([13.1249697 ,  7.45532396])"
4860,"array([13.12590013,  7.45578571])"
4861,"array([13.12252071,  7.46068288])"
4862,"array([13.12243873,  7.46197059])"
4863,"array([13.1211571,  7.4596503])"
4864,"array([13.12614508,  7.46236137])"
4865,"array([13.12227239,  7.45538909])"
4866,"array([13.12176503,  7.4546114 ])"
4867,"array([13.12622697,  7.45825425])"
4868,"array([13.12486433,  7.4560819 ])"
4869,"array([13.12114009,  7.45723451])"
4870,"array([13.12152412,  7.45478336])"
4871,"array([13.12186469,  7.4546407 ])"
4872,"array([13.12193925,  7.4547007 ])"
4873,"array([13.12159632,  7.45483572])"
4874,"array([13.11793834,  7.46125693])"
4875,"array([13.1207018 ,  7.46274372])"
4876,"array([13.12328979,  7.45385296])"
4877,"array([13.12318234,  7.45617297])"
4878,"array([13.1230987 ,  7.45526728])"
4879,"array([13.12317158,  7.45381366])"
4880,"array([13.12696319,  7.45365443])"
4881,"array([13.1234294 ,  7.45630797])"
4882,"array([13.12645231,  7.45422009])"
4883,"array([13.11886629,  7.45823619])"
4884,"array([13.12355034,  7.45921994])"
4885,"array([13.12802611,  7.4604873 ])"
4886,"array([13.12512099,  7.46082971])"
4887,"array([13.12023072,  7.46042319])"
4888,"array([13.12468744,  7.45600324])"
4889,"array([13.12447594,  7.46203517])"
4890,"array([13.12149402,  7.46138654])"
4891,"array([13.11936929,  7.45609416])"
4892,"array([13.12043519,  7.45917163])"
4893,"array([13.12456167,  7.45858696])"
4894,"array([13.1206883 ,  7.45632965])"
4895,"array([13.11967309,  7.45583705])"
4896,"array([13.12007438,  7.45780398])"
4897,"array([13.12097733,  7.46042874])"
4898,"array([13.12266431,  7.45602304])"
4899,"array([13.12037118,  7.45961223])"
4900,"array([13.11953883,  7.45595236])"
4901,"array([13.12621002,  7.45882176])"
4902,"array([13.12330205,  7.45607955])"
4903,"array([13.12063513,  7.45866108])"
4904,"array([13.12068792,  7.45358335])"
4905,"array([13.12084228,  7.45342615])"
4906,"array([13.12296191,  7.46470374])"
4907,"array([13.12767276,  7.46155735])"
4908,"array([13.13023521,  7.45734743])"
4909,"array([13.11855534,  7.45445512])"
4910,"array([13.11996024,  7.45560278])"
4911,"array([13.11825279,  7.45478952])"
4912,"array([13.1183315 ,  7.46278751])"
4913,"array([13.12320161,  7.45639499])"
4914,"array([13.1209164,  7.4553544])"
4915,"array([13.12474457,  7.45868486])"
4916,"array([13.12859395,  7.45357807])"
4917,"array([13.12271598,  7.46143009])"
4918,"array([13.12540254,  7.46167774])"
4919,"array([13.11676704,  7.45860624])"
4920,"array([13.11687327,  7.4587321 ])"
4921,"array([13.12420419,  7.45754923])"
4922,"array([13.12287294,  7.45928031])"
4923,"array([13.12247946,  7.4575521 ])"
4924,"array([13.124571  ,  7.46452806])"
4925,"array([13.11692074,  7.46326348])"
4926,"array([13.11690222,  7.46312913])"
4927,"array([13.11679944,  7.46301023])"
4928,"array([13.12419841,  7.45332526])"
4929,"array([13.12422785,  7.45572687])"
4930,"array([13.12368798,  7.457421  ])"
4931,"array([13.12129569,  7.46232451])"
4932,"array([13.12728179,  7.45472121])"
4933,"array([13.12105593,  7.45475961])"
4934,"array([13.1223178 ,  7.45614519])"
4935,"array([13.12074637,  7.45679592])"
4936,"array([13.12307055,  7.45587434])"
4937,"array([13.12666939,  7.45818995])"
4938,"array([13.12404919,  7.45658548])"
4939,"array([13.12010076,  7.45795286])"
4940,"array([13.12538142,  7.46754207])"
4941,"array([13.12233945,  7.46191764])"
4942,"array([13.12293843,  7.4529579 ])"
4943,"array([13.12550246,  7.45400313])"
4944,"array([13.12521118,  7.45405276])"
4945,"array([13.12360959,  7.4612035 ])"
4946,"array([13.12192573,  7.46237494])"
4947,"array([13.12398612,  7.45539674])"
4948,"array([13.1187251 ,  7.46346453])"
4949,"array([13.12394059,  7.45876196])"
4950,"array([13.12249229,  7.46417172])"
4951,"array([13.1219039 ,  7.46445635])"
4952,"array([13.12069876,  7.45785678])"
4953,"array([13.12172778,  7.45642452])"
4954,"array([13.11782213,  7.45664571])"
4955,"array([13.12125095,  7.45711798])"
4956,"array([13.11813831,  7.45913517])"
4957,"array([13.12445232,  7.46052277])"
4958,"array([13.12477736,  7.45959193])"
4959,"array([13.11928028,  7.45381472])"
4960,"array([13.1192932 ,  7.45395728])"
4961,"array([13.11912976,  7.45590168])"
4962,"array([13.11986926,  7.45345532])"
4963,"array([13.11965027,  7.45360604])"
4964,"array([13.11988727,  7.45361105])"
4965,"array([13.12000231,  7.45352267])"
4966,"array([13.11968346,  7.4534699 ])"
4967,"array([13.123608  ,  7.45811302])"
4968,"array([13.1257039 ,  7.45894926])"
4969,"array([13.1200299 ,  7.45717647])"
4970,"array([13.12244739,  7.45830444])"
4971,"array([13.1230864 ,  7.45501673])"
4972,"array([13.11979666,  7.45334132])"
4973,"array([13.11964988,  7.45374615])"
4974,"array([13.11943104,  7.45345586])"
4975,"array([13.12094605,  7.45483307])"
4976,"array([13.11847122,  7.45634417])"
4977,"array([13.11830371,  7.45647962])"
4978,"array([13.12052765,  7.4612199 ])"
4979,"array([13.12340271,  7.45645723])"
4980,"array([13.12536311,  7.46175448])"
4981,"array([13.12445141,  7.46034264])"
4982,"array([13.12248248,  7.45452646])"
4983,"array([13.12282038,  7.45595899])"
4984,"array([13.12145411,  7.45656293])"
4985,"array([13.11801572,  7.45736375])"
4986,"array([13.12179191,  7.45361393])"
4987,"array([13.12121681,  7.45861559])"
4988,"array([13.12479345,  7.45536536])"
4989,"array([13.123113  ,  7.45779451])"
4990,"array([13.12024922,  7.45898953])"
4991,"array([13.12226825,  7.45844863])"
4992,"array([13.12169266,  7.46263709])"
4993,"array([13.12345918,  7.46192508])"
4994,"array([13.12224706,  7.4643634 ])"
4995,"array([13.12694319,  7.45443772])"
4996,"array([13.12492195,  7.46435032])"
4997,"array([13.12464932,  7.46446708])"
4998,"array([13.11782637,  7.45886125])"
4999,"array([13.12072296,  7.46175882])"
5000,"array([13.12039737,  7.45968206])"
5001,"array([13.12293376,  7.45811262])"
5002,"array([13.12118431,  7.46102292])"
5003,"array([13.1175759 ,  7.45803799])"
