# index, as_id, _pos
2491,2491,"array([-2.90513947,  0.78795881])"
2492,43737,"array([-2.92245666,  0.82251116])"
2493,42279,"array([-2.92185557,  0.81130341])"
2494,2494,"array([-2.92988769,  0.80587262])"
2495,2495,"array([-2.90885107,  0.8022005 ])"
2496,2496,"array([-2.90512061,  0.80628076])"
2497,2497,"array([-2.91980287,  0.79152033])"
2498,42280,"array([-2.93531404,  0.79201356])"
2499,42281,"array([-2.92694949,  0.79781384])"
2500,2500,"array([-2.91989658,  0.78864055])"
2501,2501,"array([-2.9220059 ,  0.78456099])"
2502,43439,"array([-2.92090177,  0.80001142])"
2503,2503,"array([-2.92198908,  0.78209317])"
2504,2504,"array([-2.92161749,  0.78466945])"
2505,2505,"array([-2.92059523,  0.78291627])"
2506,2506,"array([-2.92189263,  0.78274219])"
2507,42283,"array([-2.92048799,  0.79533579])"
2508,2508,"array([-2.9223725 ,  0.78113356])"
2509,42284,"array([-2.92861378,  0.79194095])"
2510,2510,"array([-2.91974941,  0.78725343])"
2511,2511,"array([-2.9131672 ,  0.78326332])"
2512,2512,"array([-2.92170783,  0.7804679 ])"
2513,2513,"array([-2.920977  ,  0.78706277])"
2514,2514,"array([-2.919696  ,  0.78744248])"
2515,2515,"array([-2.9197923 ,  0.78877445])"
2516,2516,"array([-2.91929186,  0.79153114])"
2517,42285,"array([-2.92041405,  0.8132509 ])"
2518,2518,"array([-2.91846895,  0.79047401])"
2519,2519,"array([-2.92034677,  0.78532472])"
2520,42286,"array([-2.93276209,  0.78747012])"
2521,43440,"array([-2.92278545,  0.80164599])"
2522,42288,"array([-2.94099897,  0.79124027])"
2523,2523,"array([-2.92221097,  0.78743636])"
2524,42289,"array([-2.93692283,  0.7910148 ])"
2525,42290,"array([-2.93443404,  0.80682283])"
2526,2526,"array([-2.92028627,  0.78906825])"
2527,2527,"array([-2.91891603,  0.78893901])"
2528,42291,"array([-2.93797042,  0.7852458 ])"
2529,2529,"array([-2.92200099,  0.79385702])"
2530,42292,"array([-2.94166605,  0.80421362])"
2531,42293,"array([-2.93874788,  0.79488527])"
2532,2532,"array([-2.91210357,  0.79922977])"
2533,2533,"array([-2.90905621,  0.80539085])"
2534,2534,"array([-2.90973072,  0.8005825 ])"
2535,2535,"array([-2.92598985,  0.79347822])"
2536,42294,"array([-2.92277316,  0.81839244])"
2537,42295,"array([-2.925906  ,  0.81326882])"
2538,42296,"array([-2.94509237,  0.78669268])"
2539,43939,"array([-2.93349442,  0.80991465])"
2540,42298,"array([-2.92154511,  0.78799211])"
2541,43739,"array([-2.92077373,  0.82271295])"
2542,42300,"array([-2.93255028,  0.79675017])"
2543,43940,"array([-2.92502624,  0.80935847])"
2544,2544,"array([-2.91350842,  0.79353812])"
2545,42302,"array([-2.93548833,  0.80267918])"
2546,2546,"array([-2.94652331,  0.78972603])"
2547,2547,"array([-2.93791036,  0.7986625 ])"
2548,42303,"array([-2.92635179,  0.79120617])"
2549,2549,"array([-2.90478079,  0.78297342])"
2550,42304,"array([-2.93842915,  0.78083298])"
2551,2551,"array([-2.91072088,  0.80272418])"
2552,2552,"array([-2.90512462,  0.79579582])"
2553,2553,"array([-2.90499418,  0.78824569])"
2554,42305,"array([-2.92184431,  0.81367528])"
2555,42306,"array([-2.92752614,  0.80391714])"
2556,42307,"array([-2.9294548 ,  0.78889166])"
2557,64555,"array([-2.9096305 ,  0.78344858])"
2558,42309,"array([-2.93047873,  0.78901286])"
2559,2559,"array([-2.91076051,  0.79370409])"
2560,42310,"array([-2.92725965,  0.78824626])"
2561,2561,"array([-2.92679575,  0.78328754])"
2562,42311,"array([-2.92709621,  0.79942138])"
2563,42312,"array([-2.92989851,  0.80262215])"
2564,43742,"array([-2.94510904,  0.79774081])"
2565,42314,"array([-2.92921016,  0.78024459])"
2566,42315,"array([-2.92816284,  0.79430144])"
2567,43864,"array([-2.93968207,  0.80173769])"
2568,2568,"array([-2.91181555,  0.80685143])"
2569,42317,"array([-2.9442505 ,  0.79018652])"
2570,42318,"array([-2.9273506 ,  0.79051897])"
2571,2571,"array([-2.91810554,  0.79714272])"
2572,2572,"array([-2.90576063,  0.79576825])"
2573,42319,"array([-2.92741638,  0.77639352])"
2574,42320,"array([-2.92840939,  0.7944376 ])"
2575,2575,"array([-2.90667543,  0.80000997])"
2576,2576,"array([-2.91430688,  0.79569398])"
2577,42321,"array([-2.93009886,  0.77964551])"
2578,2578,"array([-2.93351539,  0.79193836])"
2579,2579,"array([-2.91953957,  0.79032751])"
2580,42322,"array([-2.93864277,  0.79184316])"
2581,43447,"array([-2.94061098,  0.80839621])"
2582,42324,"array([-2.92264176,  0.81383808])"
2583,42325,"array([-2.93245336,  0.8016563 ])"
2584,42326,"array([-2.93595852,  0.81213112])"
2585,65512,"array([-2.92750804,  0.79399404])"
2586,2586,"array([-2.93398759,  0.7939699 ])"
2587,2587,"array([-2.94183862,  0.7895325 ])"
2588,2588,"array([-2.94178271,  0.79292431])"
2589,42328,"array([-2.93889244,  0.81089023])"
2590,42329,"array([-2.92125813,  0.80251303])"
2591,42330,"array([-2.9446133,  0.7938921])"
2592,2592,"array([-2.93554874,  0.77984275])"
2593,42331,"array([-2.94424125,  0.79864474])"
2594,2594,"array([-2.93173115,  0.80221468])"
2595,2595,"array([-2.93562603,  0.80382653])"
2596,42332,"array([-2.92763269,  0.79414774])"
2597,42333,"array([-2.93752646,  0.81478734])"
2598,42334,"array([-2.92595565,  0.7909175 ])"
2599,42335,"array([-2.95298706,  0.8010061 ])"
2600,2600,"array([-2.93242456,  0.78153256])"
2601,42336,"array([-2.94531207,  0.79568564])"
2602,2602,"array([-2.92911438,  0.79593219])"
2603,2603,"array([-2.92460615,  0.79325689])"
2604,42337,"array([-2.93024453,  0.77649431])"
2605,43449,"array([-2.93365248,  0.7905603 ])"
2606,42339,"array([-2.9358432 ,  0.79157897])"
2607,2607,"array([-2.92765876,  0.79953987])"
2608,42340,"array([-2.93138609,  0.80026109])"
2609,2609,"array([-2.92283102,  0.79486248])"
2610,42341,"array([-2.94701896,  0.7788586 ])"
2611,2611,"array([-2.92543884,  0.79384719])"
2612,2612,"array([-2.92821628,  0.79983482])"
2613,42342,"array([-2.92217525,  0.79386749])"
2614,2614,"array([-2.92879081,  0.80765407])"
2615,42343,"array([-2.9271885 ,  0.78875134])"
2616,42344,"array([-2.92054102,  0.80527432])"
2617,43450,"array([-2.92908713,  0.79947662])"
2618,42346,"array([-2.92684852,  0.79968962])"
2619,42347,"array([-2.93110572,  0.789746  ])"
2620,42348,"array([-2.93163401,  0.78012212])"
2621,43451,"array([-2.92534876,  0.80615952])"
2622,43745,"array([-2.92410123,  0.79226033])"
2623,42351,"array([-2.92846666,  0.80203748])"
2624,42352,"array([-2.94471065,  0.79930094])"
2625,42353,"array([-2.92785118,  0.79381304])"
2626,42354,"array([-2.92999889,  0.80095033])"
2627,42355,"array([-2.93256282,  0.78562974])"
2628,64600,"array([-2.92291945,  0.79368089])"
2629,2629,"array([-2.90272784,  0.78529753])"
2630,42357,"array([-2.94819998,  0.80088493])"
2631,2631,"array([-2.91539787,  0.79615591])"
2632,42358,"array([-2.93681108,  0.78608995])"
2633,42359,"array([-2.92731907,  0.78914206])"
2634,2634,"array([-2.91366973,  0.79984879])"
2635,42360,"array([-2.92186048,  0.82207648])"
2636,42361,"array([-2.93534307,  0.80970403])"
2637,2637,"array([-2.91399153,  0.80040562])"
2638,42362,"array([-2.935773  ,  0.78381124])"
2639,42363,"array([-2.92166557,  0.80417059])"
2640,2640,"array([-2.91553579,  0.79805296])"
2641,2641,"array([-2.90821776,  0.7836788 ])"
2642,2642,"array([-2.90567138,  0.79849551])"
2643,2643,"array([-2.94223463,  0.78918549])"
2644,42364,"array([-2.94181822,  0.79005678])"
2645,42365,"array([-2.92972731,  0.78749569])"
2646,2646,"array([-2.90759069,  0.79168996])"
2647,2647,"array([-2.91788906,  0.7935499 ])"
2648,2648,"array([-2.90931536,  0.80552645])"
2649,42366,"array([-2.93103892,  0.79848346])"
2650,42367,"array([-2.93095004,  0.81527136])"
2651,42368,"array([-2.93835754,  0.78627754])"
2652,43454,"array([-2.92688495,  0.79924431])"
2653,43455,"array([-2.9240141 ,  0.80357532])"
2654,42371,"array([-2.93945276,  0.78625505])"
2655,42372,"array([-2.9468713 ,  0.80672403])"
2656,42373,"array([-2.92008593,  0.82137497])"
2657,43456,"array([-2.92559639,  0.81724834])"
2658,42375,"array([-2.93500987,  0.78218734])"
2659,43457,"array([-2.92979922,  0.79796898])"
2660,38912,"array([-2.94231673,  0.79110318])"
2661,38913,"array([-2.91626318,  0.81995008])"
2662,28472,"array([-2.90598804,  0.78351097])"
2663,28473,"array([-2.90980395,  0.78579388])"
2664,28474,"array([-2.90504022,  0.78371403])"
2665,28475,"array([-2.90519402,  0.78409799])"
2666,28476,"array([-2.90379748,  0.78640644])"
2667,28477,"array([-2.90633626,  0.78366169])"
2668,28478,"array([-2.90934129,  0.78693892])"
2669,2669,"array([-2.92189183,  0.78966296])"
2670,28479,"array([-2.91333514,  0.78417343])"
2671,28480,"array([-2.90974391,  0.78737682])"
2672,28481,"array([-2.90402509,  0.78420414])"
2673,38914,"array([-2.92900851,  0.79884966])"
2674,38915,"array([-2.92478981,  0.79585976])"
2675,38916,"array([-2.92954779,  0.80958611])"
2676,38917,"array([-2.94151047,  0.7871739 ])"
2677,42377,"array([-2.93374004,  0.79382874])"
2678,42378,"array([-2.92721966,  0.80759524])"
2679,2679,"array([-2.92549262,  0.78451677])"
2680,38920,"array([-2.93626936,  0.77748701])"
2681,42379,"array([-2.94723818,  0.81035815])"
2682,38922,"array([-2.93472442,  0.79395734])"
2683,2683,"array([-2.93818355,  0.79002222])"
2684,28491,"array([-2.90369845,  0.7860945 ])"
2685,2685,"array([-2.91587182,  0.79323353])"
2686,2686,"array([-2.92059704,  0.79544993])"
2687,2687,"array([-2.91446022,  0.78931294])"
2688,2688,"array([-2.90775613,  0.78780788])"
2689,28492,"array([-2.90584126,  0.7849817 ])"
2690,28493,"array([-2.91007093,  0.78633532])"
2691,28494,"array([-2.90461544,  0.78549979])"
2692,28495,"array([-2.9109988 ,  0.78505443])"
2693,28496,"array([-2.91077511,  0.78575618])"
2694,28497,"array([-2.914903  ,  0.78711875])"
2695,2695,"array([-2.90071265,  0.7941249 ])"
2696,28498,"array([-2.91586758,  0.78772566])"
2697,2697,"array([-2.92091494,  0.78949001])"
2698,2698,"array([-2.91303076,  0.80175344])"
2699,28499,"array([-2.91579714,  0.78811509])"
2700,28500,"array([-2.91175185,  0.78414301])"
2701,2701,"array([-2.90743882,  0.79794423])"
2702,38923,"array([-2.93458142,  0.81298929])"
2703,28502,"array([-2.9155948 ,  0.79266125])"
2704,28503,"array([-2.91453051,  0.78773968])"
2705,2705,"array([-2.90635443,  0.7954841 ])"
2706,2706,"array([-2.92087631,  0.78896236])"
2707,2707,"array([-2.91602304,  0.79796827])"
2708,2708,"array([-2.90571641,  0.78427562])"
2709,28504,"array([-2.90253841,  0.78115327])"
2710,2710,"array([-2.91356808,  0.78877661])"
2711,2711,"array([-2.91302782,  0.79666436])"
2712,2712,"array([-2.91001145,  0.78913256])"
2713,28505,"array([-2.9060175 ,  0.78597865])"
2714,2714,"array([-2.92013762,  0.80407114])"
2715,2715,"array([-2.91467981,  0.78193055])"
2716,2716,"array([-2.91452737,  0.78217263])"
2717,2717,"array([-2.90699226,  0.79417175])"
2718,28506,"array([-2.90724573,  0.78679896])"
2719,28507,"array([-2.90724021,  0.7859597 ])"
2720,28508,"array([-2.90998624,  0.78659728])"
2721,28509,"array([-2.90340101,  0.78519145])"
2722,43458,"array([-2.9456147 ,  0.79713121])"
2723,28511,"array([-2.91432633,  0.7876424 ])"
2724,28512,"array([-2.91342438,  0.78862281])"
2725,28513,"array([-2.91439266,  0.79105836])"
2726,28514,"array([-2.91149078,  0.7867648 ])"
2727,28515,"array([-2.90428197,  0.7844288 ])"
2728,38925,"array([-2.92753294,  0.7955422 ])"
2729,28517,"array([-2.90726061,  0.78564933])"
2730,28518,"array([-2.90584081,  0.78397814])"
2731,28519,"array([-2.90192299,  0.78043532])"
2732,28520,"array([-2.90716288,  0.7849954 ])"
2733,28521,"array([-2.90629643,  0.78588174])"
2734,38926,"array([-2.92728662,  0.80468353])"
2735,38927,"array([-2.93241115,  0.79916225])"
2736,28524,"array([-2.90674101,  0.78669922])"
2737,28525,"array([-2.90529026,  0.78465621])"
2738,28526,"array([-2.90550729,  0.78406788])"
2739,42381,"array([-2.94129619,  0.80593022])"
2740,2740,"array([-2.91977844,  0.80881151])"
2741,38929,"array([-2.92149759,  0.81689158])"
2742,28529,"array([-2.91066623,  0.7852243 ])"
2743,38930,"array([-2.92272617,  0.79695116])"
2744,2744,"array([-2.90282661,  0.7844303 ])"
2745,38931,"array([-2.95166871,  0.80318093])"
2746,2746,"array([-2.89979774,  0.78405886])"
2747,28532,"array([-2.9060856 ,  0.78384256])"
2748,38932,"array([-2.92203603,  0.81018058])"
2749,2749,"array([-2.897374  ,  0.78666776])"
2750,28534,"array([-2.90892094,  0.78638473])"
2751,28535,"array([-2.90653126,  0.78571988])"
2752,2752,"array([-2.91033424,  0.79512862])"
2753,38933,"array([-2.9205677 ,  0.81619909])"
2754,2754,"array([-2.90633842,  0.79840722])"
2755,38934,"array([-2.93610087,  0.78527408])"
2756,38935,"array([-2.91828046,  0.81327093])"
2757,38936,"array([-2.92603576,  0.79393774])"
2758,42382,"array([-2.92880996,  0.79133774])"
2759,43747,"array([-2.93227766,  0.78911545])"
2760,38939,"array([-2.91635168,  0.8183192 ])"
2761,38940,"array([-2.9254857 ,  0.79938473])"
2762,38941,"array([-2.92114486,  0.81494238])"
2763,38942,"array([-2.93344281,  0.8113779 ])"
2764,2764,"array([-2.90920679,  0.78185044])"
2765,38943,"array([-2.92677739,  0.8035393 ])"
2766,38944,"array([-2.93367717,  0.81117962])"
2767,42384,"array([-2.92718248,  0.78394138])"
2768,2768,"array([-2.91024334,  0.80297626])"
2769,38946,"array([-2.91845667,  0.81247958])"
2770,42385,"array([-2.9363953 ,  0.78834689])"
2771,38948,"array([-2.91910325,  0.79352914])"
2772,38949,"array([-2.92690404,  0.80508197])"
2773,38950,"array([-2.93533608,  0.80537061])"
2774,38951,"array([-2.93088435,  0.79265435])"
2775,38952,"array([-2.92914741,  0.80165705])"
2776,38953,"array([-2.92078656,  0.80153168])"
2777,42386,"array([-2.92881256,  0.79628492])"
2778,42387,"array([-2.93526826,  0.78487089])"
2779,38956,"array([-2.93076607,  0.78849851])"
2780,38957,"array([-2.94333255,  0.7978529 ])"
2781,38958,"array([-2.93908121,  0.80103464])"
2782,38959,"array([-2.93789252,  0.78392439])"
2783,38960,"array([-2.94460104,  0.79891423])"
2784,38961,"array([-2.94628671,  0.80297999])"
2785,38962,"array([-2.94255979,  0.79938147])"
2786,42388,"array([-2.93728718,  0.79242151])"
2787,38964,"array([-2.93535009,  0.78514851])"
2788,38965,"array([-2.9305871 ,  0.77931581])"
2789,38966,"array([-2.92050495,  0.80351608])"
2790,38967,"array([-2.92941131,  0.80338874])"
2791,28571,"array([-2.91632742,  0.78659551])"
2792,28572,"array([-2.91237803,  0.7817217 ])"
2793,28573,"array([-2.91662764,  0.78897932])"
2794,43460,"array([-2.91921411,  0.81575393])"
2795,38969,"array([-2.93913862,  0.78669876])"
2796,28576,"array([-2.91869513,  0.78360136])"
2797,28577,"array([-2.91118317,  0.7821992 ])"
2798,28578,"array([-2.92034647,  0.79073783])"
2799,28579,"array([-2.91160969,  0.77605315])"
2800,28580,"array([-2.91350656,  0.7810663 ])"
2801,28581,"array([-2.91505322,  0.78270067])"
2802,28582,"array([-2.91370396,  0.78506653])"
2803,28583,"array([-2.91281287,  0.78317181])"
2804,28584,"array([-2.91513874,  0.78424793])"
2805,43461,"array([-2.92079683,  0.81241905])"
2806,28586,"array([-2.91430907,  0.78409007])"
2807,28587,"array([-2.92089926,  0.7876377 ])"
2808,28588,"array([-2.91260197,  0.78561518])"
2809,28589,"array([-2.91337362,  0.78311571])"
2810,28590,"array([-2.91594296,  0.78517687])"
2811,28591,"array([-2.91338673,  0.78177349])"
2812,38971,"array([-2.92519815,  0.81265653])"
2813,28593,"array([-2.90870084,  0.77559916])"
2814,28594,"array([-2.9145445,  0.7808788])"
2815,28595,"array([-2.91459764,  0.78273463])"
2816,28596,"array([-2.91499727,  0.78358614])"
2817,28597,"array([-2.91628946,  0.78220989])"
2818,2818,"array([-2.92146853,  0.79573514])"
2819,2819,"array([-2.9260284 ,  0.80098474])"
2820,2820,"array([-2.93606451,  0.78880877])"
2821,28598,"array([-2.91286117,  0.78491797])"
2822,28599,"array([-2.91282343,  0.77872698])"
2823,2823,"array([-2.91036992,  0.78042759])"
2824,2824,"array([-2.90831697,  0.79418899])"
2825,28600,"array([-2.91206139,  0.78010988])"
2826,43748,"array([-2.940482  ,  0.80292589])"
2827,28602,"array([-2.91462303,  0.78296253])"
2828,2828,"array([-2.91383987,  0.80040748])"
2829,28603,"array([-2.91418208,  0.78266647])"
2830,2830,"array([-2.91865701,  0.79244652])"
2831,2831,"array([-2.93056659,  0.78470563])"
2832,2832,"array([-2.92771755,  0.78953576])"
2833,2833,"array([-2.93110225,  0.78533772])"
2834,28604,"array([-2.91282888,  0.78105016])"
2835,28605,"array([-2.91358106,  0.78295913])"
2836,2836,"array([-2.90739015,  0.79007921])"
2837,2837,"array([-2.93112846,  0.78499757])"
2838,28606,"array([-2.91307106,  0.78478351])"
2839,2839,"array([-2.93195738,  0.78366559])"
2840,2840,"array([-2.92690186,  0.79127162])"
2841,2841,"array([-2.93146551,  0.78490826])"
2842,2842,"array([-2.93086832,  0.78492644])"
2843,2843,"array([-2.9312242 ,  0.78470278])"
2844,28607,"array([-2.92274358,  0.78660998])"
2845,28608,"array([-2.91243758,  0.77933846])"
2846,2846,"array([-2.93141209,  0.78589683])"
2847,2847,"array([-2.93254917,  0.79434042])"
2848,2848,"array([-2.93751515,  0.79061323])"
2849,38973,"array([-2.92084322,  0.79763443])"
2850,2850,"array([-2.92762525,  0.78860029])"
2851,42392,"array([-2.92961626,  0.7946952 ])"
2852,2852,"array([-2.92652194,  0.79693219])"
2853,28611,"array([-2.91184875,  0.78124133])"
2854,2854,"array([-2.93671545,  0.78792517])"
2855,28612,"array([-2.91254198,  0.78148437])"
2856,2856,"array([-2.92482882,  0.79305371])"
2857,2857,"array([-2.92489358,  0.79890931])"
2858,28613,"array([-2.91704748,  0.78966386])"
2859,28614,"array([-2.91196199,  0.77601268])"
2860,2860,"array([-2.92267025,  0.80206121])"
2861,2861,"array([-2.924502  ,  0.79677126])"
2862,28615,"array([-2.90427831,  0.78577487])"
2863,28616,"array([-2.91232183,  0.78003394])"
2864,28617,"array([-2.91303972,  0.77905844])"
2865,2865,"array([-2.94007101,  0.79472939])"
2866,28618,"array([-2.91271296,  0.7817709 ])"
2867,42393,"array([-2.94366149,  0.78676453])"
2868,28620,"array([-2.91384224,  0.78328932])"
2869,28621,"array([-2.9118356 ,  0.77991501])"
2870,38976,"array([-2.9369244 ,  0.78458561])"
2871,28623,"array([-2.91619039,  0.78322642])"
2872,28624,"array([-2.91322185,  0.78438789])"
2873,2873,"array([-2.92505639,  0.79662017])"
2874,2874,"array([-2.92705932,  0.79398008])"
2875,2875,"array([-2.93664264,  0.78933132])"
2876,28625,"array([-2.91818678,  0.79144783])"
2877,2877,"array([-2.93961577,  0.79710975])"
2878,2878,"array([-2.93514575,  0.78581648])"
2879,28626,"array([-2.91431789,  0.78346394])"
2880,28627,"array([-2.91331335,  0.77897541])"
2881,2881,"array([-2.90317396,  0.80706149])"
2882,28628,"array([-2.90895358,  0.78407607])"
2883,28629,"array([-2.91535487,  0.78270704])"
2884,2884,"array([-2.92467679,  0.78556242])"
2885,28630,"array([-2.91610868,  0.78203376])"
2886,28631,"array([-2.91193635,  0.77964941])"
2887,38977,"array([-2.92832849,  0.79805008])"
2888,38978,"array([-2.93719631,  0.79752559])"
2889,28634,"array([-2.91333191,  0.78078443])"
2890,28635,"array([-2.91419293,  0.78288869])"
2891,42394,"array([-2.93675301,  0.78026975])"
2892,28637,"array([-2.9128361 ,  0.77997617])"
2893,28638,"array([-2.91443791,  0.78656081])"
2894,2894,"array([-2.90606695,  0.80447672])"
2895,2895,"array([-2.93765146,  0.79016274])"
2896,42395,"array([-2.9386875 ,  0.78552893])"
2897,2897,"array([-2.9035491 ,  0.80570916])"
2898,28640,"array([-2.91282994,  0.77931415])"
2899,2899,"array([-2.912487  ,  0.79354697])"
2900,2900,"array([-2.90917067,  0.79087615])"
2901,2901,"array([-2.90700347,  0.79018311])"
2902,2902,"array([-2.90940918,  0.80437214])"
2903,28641,"array([-2.91386709,  0.77988875])"
2904,2904,"array([-2.90671861,  0.78501157])"
2905,2905,"array([-2.92231725,  0.79133667])"
2906,28642,"array([-2.91394589,  0.78300889])"
2907,2907,"array([-2.9209412 ,  0.78577069])"
2908,28643,"array([-2.91383842,  0.78489456])"
2909,38981,"array([-2.92170493,  0.81039582])"
2910,28645,"array([-2.9146558 ,  0.78067042])"
2911,2911,"array([-2.90979342,  0.79484063])"
2912,2912,"array([-2.91548627,  0.78573496])"
2913,28646,"array([-2.91463605,  0.78444706])"
2914,2914,"array([-2.91840767,  0.79236983])"
2915,2915,"array([-2.91799026,  0.78444708])"
2916,28647,"array([-2.91166384,  0.77936704])"
2917,28648,"array([-2.91304478,  0.78089192])"
2918,28649,"array([-2.91295805,  0.78259806])"
2919,28650,"array([-2.91226926,  0.78031106])"
2920,2920,"array([-2.9169217 ,  0.79014908])"
2921,28651,"array([-2.91250413,  0.78249618])"
2922,28652,"array([-2.91344368,  0.78526719])"
2923,2923,"array([-2.91276138,  0.7979594 ])"
2924,2924,"array([-2.9187065,  0.7958552])"
2925,28653,"array([-2.91377537,  0.78126421])"
2926,28654,"array([-2.91149329,  0.78053403])"
2927,2927,"array([-2.91741094,  0.78968871])"
2928,2928,"array([-2.90588883,  0.79004755])"
2929,28655,"array([-2.9141425 ,  0.78308679])"
2930,28656,"array([-2.91188659,  0.78202402])"
2931,38982,"array([-2.92750062,  0.79119025])"
2932,28658,"array([-2.91385464,  0.78397404])"
2933,2933,"array([-2.91206118,  0.79880833])"
2934,38983,"array([-2.93546611,  0.77945728])"
2935,28660,"array([-2.9144696,  0.7811206])"
2936,28661,"array([-2.91407403,  0.78485403])"
2937,28662,"array([-2.91374301,  0.78376869])"
2938,28663,"array([-2.9187754 ,  0.78323315])"
2939,2939,"array([-2.9089085 ,  0.79581071])"
2940,28664,"array([-2.91685659,  0.78959429])"
2941,28665,"array([-2.91387846,  0.78073491])"
2942,38984,"array([-2.93687369,  0.79763621])"
2943,28667,"array([-2.91315464,  0.78042422])"
2944,28668,"array([-2.91145578,  0.78078997])"
2945,28669,"array([-2.9152044 ,  0.78209374])"
2946,42396,"array([-2.94077221,  0.80020764])"
2947,28671,"array([-2.91549127,  0.78343177])"
2948,28672,"array([-2.92443321,  0.80868223])"
2949,28673,"array([-2.92582698,  0.79818815])"
2950,28674,"array([-2.92811269,  0.79937498])"
2951,28675,"array([-2.92874688,  0.80336198])"
2952,28676,"array([-2.92995946,  0.79878061])"
2953,28677,"array([-2.92989962,  0.80031244])"
2954,28678,"array([-2.93883024,  0.80407083])"
2955,28679,"array([-2.93673326,  0.79959805])"
2956,28680,"array([-2.92146253,  0.79203419])"
2957,28681,"array([-2.94695013,  0.79791345])"
2958,28682,"array([-2.92941755,  0.80620057])"
2959,28683,"array([-2.9243244 ,  0.79135749])"
2960,38986,"array([-2.92274909,  0.7977145 ])"
2961,28685,"array([-2.92145177,  0.79689144])"
2962,28686,"array([-2.92822403,  0.80292465])"
2963,28687,"array([-2.918883  ,  0.79276073])"
2964,28688,"array([-2.91916025,  0.79390498])"
2965,28689,"array([-2.93724305,  0.80709402])"
2966,28690,"array([-2.92873139,  0.79086171])"
2967,28691,"array([-2.93015557,  0.80250193])"
2968,38987,"array([-2.93528148,  0.80911818])"
2969,28693,"array([-2.92716429,  0.80103241])"
2970,28694,"array([-2.93404812,  0.79703173])"
2971,28695,"array([-2.92161444,  0.80124716])"
2972,42397,"array([-2.9322001 ,  0.78188043])"
2973,28697,"array([-2.92277811,  0.79535313])"
2974,28698,"array([-2.92749998,  0.78440666])"
2975,38989,"array([-2.92461016,  0.80028614])"
2976,28700,"array([-2.93255208,  0.79314329])"
2977,28701,"array([-2.93009879,  0.8100096 ])"
2978,28702,"array([-2.92966951,  0.79192413])"
2979,43463,"array([-2.93644586,  0.7982701 ])"
2980,28704,"array([-2.91765885,  0.7938584 ])"
2981,28705,"array([-2.92678311,  0.78867552])"
2982,28706,"array([-2.94614682,  0.79571462])"
2983,28707,"array([-2.9252407 ,  0.79974302])"
2984,28708,"array([-2.92410957,  0.79122864])"
2985,38991,"array([-2.93658224,  0.80851959])"
2986,38992,"array([-2.9291321,  0.7797547])"
2987,28711,"array([-2.93103359,  0.80246156])"
2988,28712,"array([-2.9405173 ,  0.78590767])"
2989,38993,"array([-2.92127247,  0.80050107])"
2990,28714,"array([-2.92881922,  0.79877604])"
2991,38994,"array([-2.93500673,  0.8078106 ])"
2992,28716,"array([-2.9268845 ,  0.80270018])"
2993,28717,"array([-2.9250289,  0.7988282])"
2994,38995,"array([-2.91850141,  0.82091925])"
2995,28719,"array([-2.93720247,  0.78179613])"
2996,28720,"array([-2.9176836 ,  0.81538979])"
2997,28721,"array([-2.92096105,  0.81704385])"
2998,28722,"array([-2.93715032,  0.80556325])"
2999,28723,"array([-2.91595846,  0.78414508])"
3000,38996,"array([-2.93632407,  0.79514668])"
3001,3001,"array([-2.89818649,  0.78105458])"
3002,3002,"array([-2.89370794,  0.77764991])"
3003,3003,"array([-2.88974634,  0.77475921])"
3004,3004,"array([-2.88623044,  0.77221922])"
3005,3005,"array([-2.88311489,  0.76997771])"
3006,3006,"array([-2.88037229,  0.7680091 ])"
3007,3007,"array([-2.87797402,  0.76628925])"
3008,3008,"array([-2.87594267,  0.7648297 ])"
3009,3009,"array([-2.87429174,  0.76365209])"
3010,3010,"array([-2.87312147,  0.7628178 ])"
3011,28725,"array([-2.93186069,  0.80064359])"
3012,28726,"array([-2.92689284,  0.79243801])"
3013,28727,"array([-2.92235736,  0.81382553])"
3014,28728,"array([-2.93189364,  0.80717282])"
3015,28729,"array([-2.91986122,  0.79634773])"
3016,43464,"array([-2.92278146,  0.81299644])"
3017,28731,"array([-2.92545513,  0.80376576])"
3018,28732,"array([-2.93392855,  0.8066239 ])"
3019,28733,"array([-2.94694763,  0.79973734])"
3020,38998,"array([-2.91925448,  0.81271043])"
3021,38999,"array([-2.9238201 ,  0.78661406])"
3022,28736,"array([-2.94057825,  0.78916278])"
3023,28737,"array([-2.92924287,  0.78087483])"
3024,28738,"array([-2.93559569,  0.79354029])"
3025,28739,"array([-2.91999453,  0.79730232])"
3026,28740,"array([-2.93937814,  0.80107902])"
3027,28741,"array([-2.9372419 ,  0.79059974])"
3028,28742,"array([-2.92802641,  0.80496901])"
3029,28743,"array([-2.92186853,  0.81229714])"
3030,39000,"array([-2.93888171,  0.79087449])"
3031,28745,"array([-2.93872519,  0.7816015 ])"
3032,28746,"array([-2.93139075,  0.79734277])"
3033,28747,"array([-2.9305223 ,  0.79774779])"
3034,28748,"array([-2.92890646,  0.79641383])"
3035,28749,"array([-2.92566575,  0.80379607])"
3036,28750,"array([-2.95120417,  0.79989188])"
3037,28751,"array([-2.93887358,  0.7762584 ])"
3038,28752,"array([-2.92987835,  0.79300099])"
3039,28753,"array([-2.92204058,  0.7960344 ])"
3040,28754,"array([-2.92567336,  0.79479969])"
3041,28755,"array([-2.92298024,  0.80302191])"
